Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective January 1, 2018 through March 31, 2018",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q17 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
90675,Rabies vaccine im,1 ML,284.980,,,,,,
90682,Riv4 vacc recombinant dna im,0.5 ML,46.313,95,46.313,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90685,Iiv4 vacc no prsv 0.25 ml im,0.25 mL,21.198,95,21.198,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90686,Iiv4 vacc no prsv 0.5 ml im,0.5 ml,19.032,95,19.032,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90687,Iiv4 vaccine splt 0.25 ml im,0.25 ML,9.403,95,9.403,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates 
90688,Iiv4 vaccine splt 0.5 ml im,0.5 ML,17.835,95,17.835,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates 
90691,Typhoid vaccine im,0.5 ML,109.180,,,,,,
90714,Td vacc no presv 7 yrs+ im,0.5 ML,25.802,,,,,,
90715,Tdap vaccine 7 yrs/> im,0.5 ML,30.958,,,,,,
90732,Ppsv23 vacc 2 yrs+ subq/im,0.5 ML,107.746,95,107.746,,,,
90740,Hepb vacc 3 dose immunsup im,40 MCG,126.597,95,126.597,,,,
90743,Hepb vacc 2 dose adolesc im,1 DOSE,26.135,95,26.135,,,,
90744,Hepb vacc 3 dose ped/adol im,1 DOSE,26.135,95,26.135,,,,
90746,Hepb vaccine 3 dose adult im,20 MCG,63.299,95,63.299,,,,
90747,Hepb vacc 4 dose immunsup im,40 MCG,126.597,95,126.597,,,,
90756,Cciiv4 vacc abx free im,0.5 ML,22.793,95,22.793,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
A9575,Inj gadoterate meglumi 0.1ml,0.1 ml,0.222,,,,,,
A9576,Inj prohance multipack,1 ML,1.711,,,,,,
A9577,Inj multihance,1 ML,2.073,,,,,,
A9578,Inj multihance multipack,1 ML,1.987,,,,,,
A9579,"Gad-base mr contrast nos,1ml",1 ML,1.934,,,,,,
A9581,Gadoxetate disodium inj,1 ML,14.087,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.377,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"
microCurie 100% AWP = $154.670
microCurie 100% WAC = $128.890
"
J0129,Abatacept injection,10 MG,48.549,,,,,,
J0130,Abciximab injection,10 MG,1206.831,,,,,,
J0132,Acetylcysteine injection,100 MG,1.219,,,,,,
J0133,Acyclovir injection,5 MG,0.068,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.690,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.596,,,,,,
J0178,Aflibercept injection,1 MG,971.945,,,,,,
J0180,Agalsidase beta injection,1 MG,171.407,,,,,,
J0202,"Injection, alemtuzumab",1 MG,1812.765,,,,,,
J0207,Amifostine,500 MG,974.038,,,,,,
J0221,Lumizyme injection,10 MG,159.755,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.540,,,,,,
J0257,Glassia injection,10 MG,4.675,,,,,,
J0278,Amikacin sulfate injection,100 MG,1.478,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,7.202,,,,,,
J0285,Amphotericin b,50 MG,32.987,,,,,,
J0287,Amphotericin b lipid complex,10 MG,14.920,,,,,,
J0289,Amphotericin b liposome inj,10 MG,20.708,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,1.309,,,,,,
J0295,Ampicillin sodium per 1.5 gm,1.5 GM,2.643,,,,,,
J0348,Anidulafungin injection,1 MG,0.544,,,,,,
J0360,Hydralazine hcl injection,20 MG,3.169,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.022,,,,,,
J0456,Azithromycin,500 MG,3.461,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.043,,,,,,
J0470,Dimecaprol injection,100 MG,51.227,,,,,,
J0475,Baclofen 10 mg injection,10 MG,177.855,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,42.884,,,,,,
J0480,Basiliximab,20 MG,3546.838,,,,,,
J0485,Belatacept injection,1 MG,3.911,,,,,,
J0490,Belimumab injection,10 MG,42.927,,,,,,
J0500,Dicyclomine injection,20 MG,75.216,,,,,,
J0515,Inj benztropine mesylate,1 MG,19.884,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",10.025,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",12.805,,,,,,
J0570,Buprenorphine implant 74.2mg,74.2 MG,1257.107,,,,,,
J0583,Bivalirudin,1 MG,1.139,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.125,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.238,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,11.987,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.075,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,3.361,,,,,,
J0594,Busulfan injection,1 MG,31.401,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.661,,,,,,
J0596,"Injection, ruconest",10 UNITS,27.978,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,48.908,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,57.168,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5588.333,,,,,,
J0610,Calcium gluconate injection,10 ML,3.169,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2267.021,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.605,,,,,,updated April 2018
J0637,Caspofungin acetate,5 MG,18.131,,,,,,
J0638,Canakinumab injection,1 MG,108.032,,,,,,
J0640,Leucovorin calcium injection,50 MG,2.818,,,,,,
J0641,Levoleucovorin injection,0.5 MG,0.308,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,2.611,,,,,,AMP-based payment limit
J0690,Cefazolin sodium injection,500 MG,0.879,,,,,,
J0692,Cefepime hcl for injection,500 MG,2.633,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.715,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.628,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.074,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,7.641,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,2.608,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,2.254,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,7.934,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,39.248,,,,,,
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.590,,,,,,
J0735,Clonidine hydrochloride,1 MG,13.952,,,,,,
J0740,Cidofovir injection,375 MG,465.884,,,,,,
J0743,Cilastatin sodium injection,250 MG,6.043,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.277,,,,,,
J0770,Colistimethate sodium inj,150 MG,15.457,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,41.833,,,,,,
J0780,Prochlorperazine injection,10 MG,9.757,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,8.614,,,,,,
J0800,Corticotropin injection,40 UNITS,3764.284,,,,,,
J0834,Cosyntropin cortrosyn inj,0.25 MG,37.237,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,3002.000,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1129.125,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.767,,,,,,
J0878,Daptomycin injection,1 MG,0.502,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.904,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.904,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,12.131,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.628,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.628,,,,,,
J0894,Decitabine injection,1 MG,16.134,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,8.038,,,,,,
J0897,Denosumab injection,1 MG,17.749,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,20.175,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,5.945,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.694,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,12.963,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.519,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.023,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.117,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,104.769,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,17.401,,,,,,
J1160,Digoxin injection,0.5 MG,11.222,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3421.593,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.581,,,,,,
J1170,Hydromorphone injection,4 MG,1.573,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,223.218,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.592,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,61.487,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,554.566,,,,,,
J1230,Methadone injection,10 MG,19.384,,,,,,
J1240,Dimenhydrinate injection,50 MG,8.083,,,,,,
J1245,Dipyridamole injection,10 MG,0.759,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.486,,,,,,
J1265,Dopamine injection,40 MG,0.631,,,,,,
J1267,Doripenem injection,10 MG,0.713,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.442,,,,,,
J1290,Ecallantide injection,1 MG,452.114,,,,,,
J1300,Eculizumab injection,10 MG,228.365,,,,,,
J1325,Epoprostenol injection,0.5 MG,15.566,,,,,,
J1335,Ertapenem injection,500 MG,55.540,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,72.356,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,7.955,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,301.715,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.051,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,1.002,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.609,,,,,,
J1450,Fluconazole,200 MG,4.231,,,,,,
J1453,Fosaprepitant injection,1 MG,2.047,,,,,,
J1458,Galsulfase injection,1 MG,380.470,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,38.482,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,32.958,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,13.789,,,,,,Added January 2018
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.516,,,,,,
J1557,Gammaplex injection,500 MG,40.033,,,,,,
J1559,Hizentra injection,100 MG,9.831,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,329.576,,,,,,
J1561,Gamunex-c/gammaked,500 MG,40.703,,,,,,
J1566,"Immune globulin, powder",500 MG,34.417,,,,,,
J1568,Octagam injection,500 MG,35.591,,,,,,
J1569,Gammagard liquid injection,500 MG,40.723,,,,,,
J1570,Ganciclovir sodium injection,500 MG,67.175,,,,,,
J1571,Hepagam b im injection,0.5 ML,63.173,,,,,,
J1572,Flebogamma injection,500 MG,33.654,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.063,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.575,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,24.279,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,219.143,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.298,,,,,,updated April 2018
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,4.603,,,,,,Added January 2018
J1630,Haloperidol injection,5 MG,1.083,,,,,,
J1631,Haloperidol decanoate inj,50 MG,18.067,,,,,,
J1640,"Hemin, 1 mg",1 MG,22.358,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.175,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.197,,,,,,
J1645,Dalteparin sodium,2500 IU,15.406,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.827,,,,,,
J1652,Fondaparinux sodium,0.5 MG,2.362,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,485.597,,,,,,AMP-based payment limit
J1720,Hydrocortisone sodium succ i,100 MG,11.931,,,,,,
J1740,Ibandronate sodium injection,1 MG,84.886,,,,,,
J1742,Ibutilide fumarate injection,1 MG,200.052,,,,,,
J1743,Idursulfase injection,1 MG,542.860,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,85.811,,,,,,
J1750,Inj iron dextran,50 MG,13.035,,,,,,
J1756,Iron sucrose injection,1 MG,0.238,,,,,,
J1786,Imuglucerase injection,10 UNITS,41.697,,,,,,
J1800,Propranolol injection,1 MG,1.718,,,,,,
J1815,Insulin injection,5 UNITS,0.861,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.107,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.599,,,,,,
J1930,Lanreotide injection,1 MG,56.692,,,,,,
J1931,Laronidase injection,0.1 MG,30.614,,,,,,
J1940,Furosemide injection,20 MG,0.978,,,,,,
J1942,Aripiprazole lauroxil 1mg,1 MG,2.430,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1087.452,,,,,,
J1953,Levetiracetam injection,10 MG,0.091,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,24.999,,,,,,
J1956,Levofloxacin injection,250 MG,1.353,,,,,,updated April 2018
J1980,Hyoscyamine sulfate inj,0.25 MG,27.623,,,,,,
J2001,Lidocaine injection,10 MG,0.019,,,,,,
J2010,Lincomycin injection,300 MG,13.387,,,,,,
J2020,Linezolid injection,200 MG,13.008,,,,,,
J2060,Lorazepam injection,2 MG,0.719,,,,,,
J2150,Mannitol injection,50 ML,2.391,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,4.430,,,,,,
J2185,Meropenem,100 MG,1.004,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,14.561,,,,,,
J2248,Micafungin sodium injection,1 MG,0.921,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.122,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.595,,,,,,
J2270,Morphine sulfate injection,10 MG,2.036,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,11.493,,,,,,
J2278,Ziconotide injection,1 MCG,7.438,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.902,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.613,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,27.573,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.253,,,,,,
J2323,Natalizumab injection,1 MG,19.415,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.083,,,,,,Added January 2018
J2353,"Octreotide injection, depot",1 MG,190.678,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.872,,,,,,
J2355,Oprelvekin injection,5 MG,467.216,,,,,,
J2357,Omalizumab injection,5 MG,34.940,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,6.533,,,,,,updated April 2018
J2400,Chloroprocaine hcl injection,30 ML,22.154,,,,,,AMP-based payment limit
J2405,Ondansetron hcl injection,1 MG,0.084,,,,,,
J2407,"Injection, oritavancin",10 MG,23.240,,,,,,
J2425,Palifermin injection,50 MCG,19.094,,,,,,
J2426,Paliperidone palmitate inj,1 MG,10.372,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,9.836,,,,,,
J2469,Palonosetron hcl,25 MCG,20.302,,,,,,
J2501,Paricalcitol,1 MCG,0.786,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,721.248,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,358.987,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,4442.305,,,,,,
J2507,Pegloticase injection,1 MG,2060.480,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.295,,,,,,
J2515,Pentobarbital sodium inj,50 MG,51.188,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.112,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,2.772,,,,,,
J2545,Pentamidine non-comp unit,300 MG,117.310,,,,,,
J2550,Promethazine hcl injection,50 MG,2.467,,,,,,
J2560,Phenobarbital sodium inj,120 MG,37.283,,,,,,
J2562,Plerixafor injection,1 MG,314.438,,,,,,
J2597,Inj desmopressin acetate,1 MCG,12.902,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.300,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,16.336,,,,,,
J2690,Procainamide hcl injection,1 GM,70.866,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.488,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.118,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,0.885,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.163,,,,,,
J2765,Metoclopramide hcl injection,10 MG,0.927,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,418.198,,,,,,
J2778,Ranibizumab injection,0.1 mg,386.550,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,6.083,,,,,,
J2783,Rasburicase,0.5 MG,263.510,,,,,,
J2785,Regadenoson injection,0.1 MG,56.546,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),26.997,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),80.367,,,,,,
J2791,Rhophylac injection,100 IU,4.876,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,25.313,,,,,,
J2794,"Risperidone, long acting",0.5 MG,8.957,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.076,,,,,,
J2796,Romiplostim injection,10 MCG,68.058,,,,,,
J2800,Methocarbamol injection,10 ML,33.924,,,,,,
J2805,Sincalide injection,5 MCG,104.780,,,,,,
J2810,Inj theophylline per 40 mg,40 MG,0.307,,,,,,
J2820,Sargramostim injection,50 MCG,37.791,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.156,,,,,,
J2920,Methylprednisolone injection,40 MG,4.346,,,,,,
J2930,Methylprednisolone injection,125 MG,5.985,,,,,,
J2997,Alteplase recombinant,1 MG,84.952,,,,,,
J3000,Streptomycin injection,1 GM,24.109,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.480,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.384,,,,,,
J3070,Pentazocine injection,30 MG,66.371,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.374,,,,,,
J3095,Telavancin injection,10 MG,5.377,,,,,,
J3101,Tenecteplase injection,1 MG,111.552,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.923,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.038,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,28.545,,,,,,
J3240,Thyrotropin injection,0.9 MG,1602.635,,,,,,
J3243,Tigecycline injection,1 MG,2.822,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,30.271,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.985,,,,,,
J3262,Tocilizumab injection,1 MG,4.530,,,,,,
J3285,Treprostinil injection,1 MG,61.237,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.874,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.895,,,,,,
J3315,Triptorelin pamoate,3.75 MG,415.779,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,187.119,,,,,,
J3358,"Ustekinumab, iv inject,1 mg",1 MG,12.852,,,,,,
J3360,Diazepam injection,5 MG,6.999,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.918,,,,,,
J3380,"Injection, vedolizumab",1 MG,18.559,,,,,,
J3385,Velaglucerase alfa,100 UNITS,343.927,,,,,,
J3396,Verteporfin injection,0.1 MG,10.757,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,6.678,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.975,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,8.382,,,,,,
J3420,Vitamin b12 injection,1000 MCG,2.131,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,4.136,,,,,,
J3465,"Injection, voriconazole",10 MG,2.238,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.389,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.358,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.512,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.130,,,,,,
J3485,Zidovudine,10 MG,1.514,,,,,,
J3486,Ziprasidone mesylate,10 MG,23.298,,,,,,
J3489,Zoledronic acid 1mg,1 MG,12.854,,,,,,updated April 2018
J7030,Normal saline solution infus,1000 ML,2.200,,,,,,
J7040,Normal saline solution infus,500 ML,1.103,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.062,,,,,,
J7050,Normal saline solution infus,250 ML,0.546,,,,,,
J7060,5% dextrose/water,500 ML,2.358,,,,,,
J7070,D5w infusion,1000 CC,4.462,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.708,,,,,,
J7180,Factor xiii anti-hem factor,1 IU,8.219,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.257,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.027,,,,,1,
J7185,Xyntha inj,1 IU,1.279,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,0.978,,,,,1,
J7187,"Humate-p, inj",1 IU,1.097,,,,,1,
J7189,Factor viia,1 MCG,1.990,,,,,1,
J7190,Factor viii,1 IU,1.081,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.277,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.148,,,,,1,
J7194,Factor ix complex,1 IU,1.405,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.510,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.731,,,,,,
J7198,Anti-inhibitor,1 IU,2.004,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.380,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,2.996,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.019,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,404.591,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20100.169,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.555,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.477,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.801,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,6.423,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,85.208,,,,,,
J7323,Euflexxa inj per dose,per dose,155.230,,,,,,
J7324,Orthovisc inj per dose,per dose,140.107,,,,,,
J7325,Synvisc or synvisc-one,1 MG,12.263,,,,,,
J7326,Gel-one,per dose,521.573,,,,,,
J7327,Monovisc inj per dose,Per Dose,846.763,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.156,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.329,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.666,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.233,,,,,,
J7504,Lymphocyte immune globulin,250 MG,1942.780,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.587,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.433,,,,,,
J7509,Methylprednisolone oral,4 MG,0.378,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.079,,,,,,updated April 2018
J7511,Antithymocyte globuln rabbit,25 MG,712.202,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.014,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.751,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,42.298,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.887,,,,,,
J7518,Mycophenolic acid,180 MG,2.675,,,,,,
J7520,"Sirolimus, oral",1 MG,7.462,,,,,,AMP-based payment limit
J7525,Tacrolimus injection,5 MG,187.831,,,,,,
J7527,Oral everolimus,0.25 MG,8.349,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,9.460,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,10.316,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.474,,,,,,
J7611,Albuterol non-comp con,1 MG,0.143,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.177,,,,,,updated April 2018
J7613,Albuterol non-comp unit,1 MG,0.047,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.057,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.116,,,,,,
