Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective October 1, 2022 through December 31, 2022",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q22 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
90746,Hepb vaccine 3 dose adult im,20 MCG,70.376,95,70.376,,,,
90747,Hepb vacc 4 dose immunsup im,40 MCG,140.752,95,140.752,,,,
90756,Cciiv4 vacc abx free im,0.5 ML,30.581,95,30.581,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90759,Hep b vac 3ag 10mcg 3 dos im,10 MCG,73.815,95,73.815,,,,
A9575,Inj gadoterate meglumi 0.1ml,0.1 ML,0.143,,,,,,
A9576,Inj prohance multipack,1 ML,1.429,,,,,,
A9577,Inj multihance,1 ML,1.900,,,,,,
A9578,Inj multihance multipack,1 ML,1.809,,,,,,
A9579,"Gad-base mr contrast nos,1ml",1 ML,1.579,,,,,,
A9581,Gadoxetate disodium inj,1 ML,14.775,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.344,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1226.197,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"microCurie 100% AWP = $176.640
microCurie 100% WAC = $147.200"
J0121,"Inj., omadacycline, 1 mg",1 MG,3.492,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.059,,,,,,
J0129,Abatacept injection,10 MG,43.246,,,,,,"""lesser of"" methodology applied"
J0132,Acetylcysteine injection,100 MG,0.948,,,,,,
J0133,Acyclovir injection,5 MG,0.063,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.437,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.728,,,,,,
J0172,"Inj, aducanumab-avwa, 2 mg",2 MG,5.978,,,,,,
J0178,Aflibercept injection,1 MG,902.997,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,313.790,,,,,,
J0180,Agalsidase beta injection,1 MG,207.861,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.682,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2207.161,,,,,,
J0219,Inj aval alfa-nqpt 4mg,4 MG,72.568,,,,,,
J0221,Lumizyme injection,10 MG,188.309,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,100.784,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,109.880,,,,,,
J0248,"Inj, remdesivir, 1 mg",1 MG,5.512,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.570,,,,,,
J0257,Glassia injection,10 MG,5.183,,,,,,
J0278,Amikacin sulfate injection,100 MG,0.910,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,6.822,,,,,,
J0285,Amphotericin b,50 MG,39.337,,,,,,
J0287,Amphotericin b lipid complex,10 MG,10.310,,,,,,
J0289,Amphotericin b liposome inj,10 MG,25.904,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.762,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.226,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.632,,,,,,
J0348,Anidulafungin injection,1 MG,0.543,,,,,,
J0360,Hydralazine hcl injection,20 MG,6.645,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,6.410,,,,,,
J0456,Azithromycin,500 MG,3.117,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.071,,,,,,
J0475,Baclofen 10 mg injection,10 MG,182.286,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,53.469,,,,,,
J0480,Basiliximab,20 MG,4102.570,,,,,,
J0485,Belatacept injection,1 MG,3.784,,,,,,
J0490,Belimumab injection,10 MG,49.470,,,,,,
J0491,Inj anifrolumab-fnia 1mg,1 MG,16.160,,,,,,
J0500,Dicyclomine injection,20 MG,25.636,,,,,,
J0515,Inj benztropine mesylate,1 MG,14.599,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,169.466,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",13.173,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",16.733,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.899,,,,,,
J0583,Bivalirudin,1 MG,0.409,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,402.428,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.229,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.627,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,12.473,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.052,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.025,,,,,,
J0594,Busulfan injection,1 MG,1.387,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.963,,,,,,
J0596,"Injection, ruconest",10 UNITS,31.609,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,60.779,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,60.721,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5708.594,,,,,,
J0610,Calcium gluconate injection,10 ML,4.457,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,1777.336,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.690,,,,,,
J0637,Caspofungin acetate,5 MG,8.419,,,,,,
J0638,Canakinumab injection,1 MG,118.727,,,,,,
J0640,Leucovorin calcium injection,50 MG,4.020,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.266,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.352,,,,,,AMP-based payment limit
J0670,Inj mepivacaine hcl/10 ml,10 ML,3.137,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.720,,,,,,
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.740,,,,,,
J0694,Cefoxitin sodium injection,1 GM,5.311,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.351,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.504,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.184,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.815,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.742,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.937,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,91.642,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,5.410,,,,,,"""lesser of"" methodology applied"
J0720,Chloramphenicol sodium injec,1 GM,35.991,,,,,,AMP-based payment limit
J0725,Chorionic gonadotropin/1000u,1000 UNITS,23.476,,,,,,
J0735,Clonidine hydrochloride,1 MG,22.385,,,,,,
J0740,Cidofovir injection,375 MG,617.571,,,,,,
J0741,"Inj, cabote rilpivir 2mg 3mg",2MG/3MG,21.063,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.384,,,,,,
J0743,Cilastatin sodium injection,250 MG,8.186,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.284,,,,,,
J0770,Colistimethate sodium inj,150 MG,14.650,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,62.408,,,,,,Updated January 2023
J0780,Prochlorperazine injection,10 MG,4.194,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,124.623,,,,,,
J0800,Corticotropin injection,40 UNITS,3932.516,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,31.057,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2498.303,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1083.262,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1666.708,,,,,,
J0875,"Injection, dalbavancin",5 MG,15.162,,,,,,
J0878,Daptomycin injection,1 MG,0.044,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.159,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.159,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.370,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.556,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.556,,,,,,
J0894,Decitabine injection,1 MG,1.415,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,7.928,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,37.931,,,,,,
J0897,Denosumab injection,1 MG,22.510,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,26.454,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,1.491,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,7.452,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,11.591,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.029,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.125,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,58.100,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,22.486,,,,,,
J1160,Digoxin injection,0.5 MG,20.580,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4294.082,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.453,,,,,,
J1170,Hydromorphone injection,4 MG,3.465,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,156.701,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,1.171,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,15.081,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,74.418,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,636.542,,,,,,
J1230,Methadone injection,10 MG,16.328,,,,,,
J1240,Dimenhydrinate injection,50 MG,8.372,,,,,,
J1245,Dipyridamole injection,10 MG,3.696,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.537,,,,,,
J1265,Dopamine injection,40 MG,0.714,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.323,,,,,,
J1290,Ecallantide injection,1 MG,520.226,,,,,,
J1300,Eculizumab injection,10 MG,227.704,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,21.415,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,223.358,,,,,,
J1306,"Injection, inclisiran, 1 mg",1 MG,12.053,,,,,,Added October 2022
J1322,"Elosulfase alfa, injection",1 MG,262.674,,,,,,
J1325,Epoprostenol injection,0.5 MG,15.856,,,,,,
J1335,Ertapenem injection,500 MG,15.238,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,82.897,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.359,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,355.491,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,456.864,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,22.966,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.141,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.987,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.394,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,5.011,,,,,,
J1450,Fluconazole,200 MG,2.614,,,,,,
J1453,Fosaprepitant injection,1 MG,0.140,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,430.016,,,,,,
J1458,Galsulfase injection,1 MG,432.712,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,46.702,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,46.756,,,,,,
J1551,Inj cutaquig 100 mg,100 MG,12.721,,,,,,
J1554,Inj. asceniv,500 MG,481.770,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,14.900,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,51.074,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,13.779,,,,,,
J1559,Hizentra injection,100 MG,12.363,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,467.561,,,,,,
J1561,Gamunex-c/gammaked,500 MG,44.668,,,,,,
J1566,"Immune globulin, powder",500 MG,74.002,,,,,,
J1568,Octagam injection,500 MG,42.102,,,,,,
J1569,Gammagard liquid injection,500 MG,45.229,,,,,,
J1570,Ganciclovir sodium injection,500 MG,43.717,,,,,,
J1571,Hepagam b im injection,0.5 ML,70.602,,,,,,
J1572,Flebogamma injection,500 MG,39.870,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,15.885,,,,,,
J1580,Garamycin gentamicin inj,80 MG,2.662,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,14.080,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,170.332,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.386,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,6.073,,,,,,
J1630,Haloperidol injection,5 MG,1.615,,,,,,
J1631,Haloperidol decanoate inj,50 MG,7.778,,,,,,AMP-based payment limit
J1640,"Hemin, 1 mg",1 MG,29.026,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.017,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.255,,,,,,
J1645,Dalteparin sodium,2500 IU,12.686,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.842,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.216,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,537.768,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,17.874,,,,,,
J1740,Ibandronate sodium injection,1 MG,25.847,,,,,,AMP-based payment limit
J1743,Idursulfase injection,1 MG,542.610,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,35.022,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,69.728,,,,,,
J1750,Inj iron dextran,50 MG,16.525,,,,,,
J1756,Iron sucrose injection,1 MG,0.204,,,,,,AMP-based payment limit
J1786,Imuglucerase injection,10 UNITS,44.276,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,8.467,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,462.867,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.636,,,,,,
J1930,Lanreotide injection,1 MG,63.676,,,,,,
J1931,Laronidase injection,0.1 MG,36.108,,,,,,
J1932,"Inj, lanreotide, (cipla) 1mg",1 MG,60.887,,,,,,Added October 2022
J1940,Furosemide injection,20 MG,0.632,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.982,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.973,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1477.548,,,,,,
J1951,Inj fensolvi 0.25 mg,0.25 MG,134.115,,,,,,
J1953,Levetiracetam injection,10 MG,0.100,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,28.036,,,,,,
J1956,Levofloxacin injection,250 MG,1.070,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,31.619,,,,,,
J2001,Lidocaine injection,10 MG,0.025,,,,,,
J2010,Lincomycin injection,300 MG,9.914,,,,,,
J2020,Linezolid injection,200 MG,4.186,,,,,,
J2060,Lorazepam injection,2 MG,0.957,,,,,,
J2150,Mannitol injection,50 ML,4.347,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,5.993,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,29.312,,,,,,
J2185,Meropenem,100 MG,0.725,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,20.396,,,,,,
J2248,Micafungin sodium injection,1 MG,0.911,,,,,,Updated January 2023
J2250,Inj midazolam hydrochloride,1 MG,0.177,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.786,,,,,,
J2270,Morphine sulfate injection,10 MG,2.969,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,11.831,,,,,,
J2278,Ziconotide injection,1 MCG,9.065,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,10.103,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.139,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,9.975,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.740,,,,,,
J2323,Natalizumab injection,1 MG,24.025,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,60.082,,,,,,
J2353,"Octreotide injection, depot",1 MG,206.961,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,1.117,,,,,,
J2356,"Inj tezepelumab-ekko, 1mg",1 MG,18.008,,,,,,Added October 2022
J2357,Omalizumab injection,5 MG,38.652,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,4.073,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,29.559,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.086,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,41.534,,,,,,
J2407,"Injection, oritavancin",10 MG,25.805,,,,,,
J2425,Palifermin injection,50 MCG,25.122,,,,,,
J2426,Paliperidone palmitate inj,1 MG,13.275,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.981,,,,,,
J2469,Palonosetron hcl,25 MCG,1.150,,,,,,
J2501,Paricalcitol,1 MCG,0.602,,,,,,AMP-based payment limit
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,131.414,,,,,,
J2507,Pegloticase injection,1 MG,3143.504,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,35.296,,,,,,
J2515,Pentobarbital sodium inj,50 MG,20.370,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.779,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.479,,,,,,
J2545,Pentamidine non-comp unit,300 MG,106.856,,,,,,
J2550,Promethazine hcl injection,50 MG,2.935,,,,,,
J2560,Phenobarbital sodium inj,120 MG,44.926,,,,,,
J2562,Plerixafor injection,1 MG,402.600,,,,,,
J2597,Inj desmopressin acetate,1 MCG,7.611,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.036,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,10.513,,,,,,
J2690,Procainamide hcl injection,1 GM,102.454,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.231,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.144,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.628,,,,,,
J2724,Protein c concentrate,10 UNITS,15.065,,,,,,
J2760,Phentolaine mesylate inj,5 MG,413.474,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.060,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,493.970,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,38.063,,,,,,Added October 2022
J2778,Ranibizumab injection,0.1 mg,258.408,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,80.867,,,,,,
J2783,Rasburicase,0.5 MG,332.079,,,,,,
J2785,Regadenoson injection,0.1 MG,61.345,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.106,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),23.193,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),80.405,,,,,,
J2791,Rhophylac injection,100 IU,4.706,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,32.450,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.586,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.092,,,,,,
J2796,Romiplostim injection,10 MCG,88.996,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,11.163,,,,,,
J2800,Methocarbamol injection,10 ML,7.225,,,,,,
J2805,Sincalide injection,5 MCG,123.162,,,,,,
J2820,Sargramostim injection,50 MCG,55.443,,,,,,
J2860,"Injection, siltuximab",10 MG,132.004,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.945,,,,,,
J2920,Methylprednisolone injection,40 MG,4.277,,,,,,
J2930,Methylprednisolone injection,125 MG,5.742,,,,,,
J2997,Alteplase recombinant,1 MG,88.031,,,,,,
J3000,Streptomycin injection,1 GM,39.862,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.894,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,16.411,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.903,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.744,,,,,,
J3095,Telavancin injection,10 MG,6.691,,,,,,
J3101,Tenecteplase injection,1 MG,143.872,,,,,,
J3105,Terbutaline sulfate inj,1 MG,12.770,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.800,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.047,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.816,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,34.005,,,,,,
J3240,Thyrotropin injection,0.9 MG,1926.714,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,321.882,,,,,,
J3243,Tigecycline injection,1 MG,0.911,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,139.280,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,42.881,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.601,,,,,,
J3262,Tocilizumab injection,1 MG,6.164,,,,,,
J3285,Treprostinil injection,1 MG,55.356,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.904,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.092,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,16.926,,,,,,
J3315,Triptorelin pamoate,3.75 MG,373.785,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,162.849,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.360,,,,,,
J3360,Diazepam injection,5 MG,6.578,,,,,,
J3370,Vancomycin hcl injection,500 MG,3.232,,,,,,
J3380,"Injection, vedolizumab",1 MG,22.297,,,,,,
J3385,Velaglucerase alfa,100 UNITS,358.895,,,,,,
J3396,Verteporfin injection,0.1 MG,11.523,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,11.336,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.883,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,9.660,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.954,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.306,,,,,,
J3465,"Injection, voriconazole",10 MG,1.031,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.495,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.360,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.761,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.161,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,10.975,,,,,,
J3489,Zoledronic acid 1mg,1 MG,8.368,,,,,,
J7030,Normal saline solution infus,1000 ML,2.689,,,,,,
J7040,Normal saline solution infus,500 ML,1.345,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.958,,,,,,AMP-based payment limit
J7050,Normal saline solution infus,250 ML,0.672,,,,,,
J7060,5% dextrose/water,500 ML,1.892,,,,,,
J7070,D5w infusion,1000 CC,3.784,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.504,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,49.759,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.602,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.088,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.342,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.802,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.404,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,16.207,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.132,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.159,,,,,1,
J7185,Xyntha inj,1 IU,1.255,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.148,,,,,1,
