Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective July 1, 2022 through September 30, 2022",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q22 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
90715,Tdap vaccine 7 yrs/> im,0.5 ML,36.760,,,,,,
90732,Ppsv23 vacc 2 yrs+ subq/im,0.5 ML,133.472,95,133.472,,,,
90739,Hepb vacc 2 dose adult im,1 dose,152.076,95,152.076,,,,
90740,Hepb vacc 3 dose immunsup im,40 MCG,146.329,95,146.329,,,,
90744,Hepb vacc 3 dose ped/adol im,1 DOSE,29.043,95,29.043,,,,
90746,Hepb vaccine 3 dose adult im,20 MCG,70.376,95,70.376,,,,
90747,Hepb vacc 4 dose immunsup im,40 MCG,140.752,95,140.752,,,,
90756,Cciiv4 vacc abx free im,0.5 ML,28.370,95,28.370,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90759,Hep b vac 3ag 10mcg 3 dos im,10 MCG,73.815,95,73.815,,,,
A9575,Inj gadoterate meglumi 0.1ml,0.1 ML,0.132,,,,,,
A9576,Inj prohance multipack,1 ML,1.441,,,,,,
A9577,Inj multihance,1 ML,1.850,,,,,,
A9578,Inj multihance multipack,1 ML,1.821,,,,,,
A9579,"Gad-base mr contrast nos,1ml",1 ML,1.559,,,,,,
A9581,Gadoxetate disodium inj,1 ML,14.739,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.331,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1225.445,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"microCurie 100% AWP = $176.640
microCurie 100% WAC = $147.200"
J0121,"Inj., omadacycline, 1 mg",1 MG,3.467,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.068,,,,,,
J0129,Abatacept injection,10 MG,44.220,,,,,,"""lesser of"" methodology applied"
J0132,Acetylcysteine injection,100 MG,0.553,,,,,,
J0133,Acyclovir injection,5 MG,0.021,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.467,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.745,,,,,,
J0172,"Inj, aducanumab-avwa, 2 mg",2 MG,5.978,,,,,,
J0178,Aflibercept injection,1 MG,912.889,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,311.960,,,,,,
J0180,Agalsidase beta injection,1 MG,205.921,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.720,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2194.489,,,,,,
J0219,Inj aval alfa-nqpt 4mg,4 MG,72.681,,,,,,Added July 2022
J0221,Lumizyme injection,10 MG,186.414,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,98.970,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,107.959,,,,,,
J0248,"Inj, remdesivir, 1 mg",1 MG,5.512,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.613,,,,,,
J0257,Glassia injection,10 MG,5.152,,,,,,
J0278,Amikacin sulfate injection,100 MG,0.803,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,11.714,,,,,,
J0285,Amphotericin b,50 MG,46.322,,,,,,
J0287,Amphotericin b lipid complex,10 MG,10.198,,,,,,
J0289,Amphotericin b liposome inj,10 MG,26.363,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.746,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.128,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.238,,,,,,
J0348,Anidulafungin injection,1 MG,0.553,,,,,,
J0360,Hydralazine hcl injection,20 MG,4.415,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,6.312,,,,,,
J0456,Azithromycin,500 MG,2.527,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.077,,,,,,
J0475,Baclofen 10 mg injection,10 MG,182.024,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,57.224,,,,,,
J0480,Basiliximab,20 MG,4087.668,,,,,,
J0485,Belatacept injection,1 MG,3.782,,,,,,
J0490,Belimumab injection,10 MG,49.439,,,,,,
J0491,Inj anifrolumab-fnia 1mg,1 MG,16.177,,,,,,
J0500,Dicyclomine injection,20 MG,27.215,,,,,,
J0515,Inj benztropine mesylate,1 MG,18.034,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,168.863,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",12.861,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",16.483,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.874,,,,,,
J0583,Bivalirudin,1 MG,0.287,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,401.498,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.207,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.520,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,12.172,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.058,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.079,,,,,,
J0594,Busulfan injection,1 MG,2.040,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.969,,,,,,
J0596,"Injection, ruconest",10 UNITS,31.597,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,60.773,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,60.674,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5708.594,,,,,,
J0610,Calcium gluconate injection,10 ML,3.956,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2231.387,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.682,,,,,,
J0637,Caspofungin acetate,5 MG,5.481,,,,,,
J0638,Canakinumab injection,1 MG,118.609,,,,,,
J0640,Leucovorin calcium injection,50 MG,4.373,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.093,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.458,,,,,,AMP-based payment limit
J0670,Inj mepivacaine hcl/10 ml,10 ML,3.143,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.755,,,,,,
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.776,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.633,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.395,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.510,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.038,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.554,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.725,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,2.092,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,91.786,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,5.581,,,,,,"""lesser of"" methodology applied"
J0720,Chloramphenicol sodium injec,1 GM,35.086,,,,,,AMP-based payment limit
J0725,Chorionic gonadotropin/1000u,1000 UNITS,24.529,,,,,,
J0735,Clonidine hydrochloride,1 MG,26.304,,,,,,
J0740,Cidofovir injection,375 MG,583.011,,,,,,
J0741,"Inj, cabote rilpivir 2mg 3mg",2MG/3MG,21.053,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.380,,,,,,
J0743,Cilastatin sodium injection,250 MG,8.281,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.103,,,,,,
J0770,Colistimethate sodium inj,150 MG,15.167,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,58.871,,,,,,
J0780,Prochlorperazine injection,10 MG,3.995,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,125.057,,,,,,
J0800,Corticotropin injection,40 UNITS,3879.745,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,26.953,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2605.388,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1072.212,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1654.657,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.912,,,,,,
J0878,Daptomycin injection,1 MG,0.047,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.315,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.315,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.216,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.621,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.621,,,,,,
J0894,Decitabine injection,1 MG,1.585,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,10.416,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,37.941,,,,,,
J0897,Denosumab injection,1 MG,22.255,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,26.093,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,4.611,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.926,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,10.443,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.571,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.029,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.131,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,58.236,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,21.568,,,,,,
J1160,Digoxin injection,0.5 MG,10.301,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4293.360,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.441,,,,,,
J1170,Hydromorphone injection,4 MG,3.289,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,168.783,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,1.510,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,15.088,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,30.550,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,636.414,,,,,,
J1230,Methadone injection,10 MG,16.787,,,,,,
J1240,Dimenhydrinate injection,50 MG,6.973,,,,,,
J1245,Dipyridamole injection,10 MG,3.510,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.350,,,,,,
J1265,Dopamine injection,40 MG,0.490,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.323,,,,,,
J1290,Ecallantide injection,1 MG,513.735,,,,,,
J1300,Eculizumab injection,10 MG,228.015,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.994,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,224.087,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,262.308,,,,,,
J1325,Epoprostenol injection,0.5 MG,15.768,,,,,,
J1335,Ertapenem injection,500 MG,17.240,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,73.653,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,9.803,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,353.670,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,454.170,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,23.030,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.108,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.996,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.419,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,4.940,,,,,,
J1450,Fluconazole,200 MG,2.879,,,,,,
J1453,Fosaprepitant injection,1 MG,0.183,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,466.074,,,,,,
J1458,Galsulfase injection,1 MG,432.431,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,46.933,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,46.164,,,,,,
J1551,Inj cutaquig 100 mg,100 MG,12.028,,,,,,Added July 2022
J1554,Inj. asceniv,500 MG,481.770,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,14.971,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,48.338,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,13.569,,,,,,
J1559,Hizentra injection,100 MG,12.347,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,461.639,,,,,,
J1561,Gamunex-c/gammaked,500 MG,43.390,,,,,,
J1566,"Immune globulin, powder",500 MG,73.175,,,,,,
J1568,Octagam injection,500 MG,42.019,,,,,,
J1569,Gammagard liquid injection,500 MG,44.997,,,,,,
J1570,Ganciclovir sodium injection,500 MG,47.154,,,,,,
J1571,Hepagam b im injection,0.5 ML,75.141,,,,,,
J1572,Flebogamma injection,500 MG,40.522,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,15.894,,,,,,
J1580,Garamycin gentamicin inj,80 MG,2.365,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,14.689,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,171.601,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.311,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,6.446,,,,,,
J1630,Haloperidol injection,5 MG,0.734,,,,,,
J1631,Haloperidol decanoate inj,50 MG,8.750,,,,,,
J1640,"Hemin, 1 mg",1 MG,28.924,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.015,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.242,,,,,,
J1645,Dalteparin sodium,2500 IU,11.725,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.757,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.156,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,516.486,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,17.574,,,,,,
J1740,Ibandronate sodium injection,1 MG,33.792,,,,,,
J1743,Idursulfase injection,1 MG,542.824,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,35.713,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,69.759,,,,,,
J1750,Inj iron dextran,50 MG,16.373,,,,,,
J1756,Iron sucrose injection,1 MG,0.203,,,,,,AMP-based payment limit
J1786,Imuglucerase injection,10 UNITS,44.151,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,8.311,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,462.867,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.654,,,,,,
J1930,Lanreotide injection,1 MG,65.972,,,,,,
J1931,Laronidase injection,0.1 MG,35.884,,,,,,
J1940,Furosemide injection,20 MG,0.600,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.941,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.924,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1495.367,,,,,,
J1951,Inj fensolvi 0.25 mg,0.25 MG,133.464,,,,,,
J1953,Levetiracetam injection,10 MG,0.092,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,25.375,,,,,,
J1956,Levofloxacin injection,250 MG,0.878,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,29.753,,,,,,
J2001,Lidocaine injection,10 MG,0.023,,,,,,
J2010,Lincomycin injection,300 MG,9.588,,,,,,
J2020,Linezolid injection,200 MG,4.855,,,,,,
J2060,Lorazepam injection,2 MG,0.741,,,,,,
J2150,Mannitol injection,50 ML,2.604,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.110,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,29.110,,,,,,
J2185,Meropenem,100 MG,0.699,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,20.197,,,,,,
J2248,Micafungin sodium injection,1 MG,0.476,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.168,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.705,,,,,,
J2270,Morphine sulfate injection,10 MG,5.125,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,11.529,,,,,,
J2278,Ziconotide injection,1 MCG,9.078,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.667,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.775,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,9.585,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.537,,,,,,
J2323,Natalizumab injection,1 MG,24.171,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,60.492,,,,,,
J2353,"Octreotide injection, depot",1 MG,207.507,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.816,,,,,,
J2357,Omalizumab injection,5 MG,38.117,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.914,,,,,,
J2360,Orphenadrine injection,60 MG,4.115,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,30.447,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.086,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,42.269,,,,,,
J2407,"Injection, oritavancin",10 MG,25.588,,,,,,
J2425,Palifermin injection,50 MCG,25.127,,,,,,
J2426,Paliperidone palmitate inj,1 MG,13.132,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.576,,,,,,
J2469,Palonosetron hcl,25 MCG,0.905,,,,,,
J2501,Paricalcitol,1 MCG,0.697,,,,,,AMP-based payment limit
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,155.827,,,,,,
J2507,Pegloticase injection,1 MG,3110.558,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,35.227,,,,,,
J2515,Pentobarbital sodium inj,50 MG,26.170,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.687,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.284,,,,,,
J2545,Pentamidine non-comp unit,300 MG,121.211,,,,,,
J2550,Promethazine hcl injection,50 MG,2.781,,,,,,
J2560,Phenobarbital sodium inj,120 MG,40.295,,,,,,
J2562,Plerixafor injection,1 MG,402.538,,,,,,
J2597,Inj desmopressin acetate,1 MCG,7.706,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.086,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,9.844,,,,,,
J2690,Procainamide hcl injection,1 GM,113.925,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.040,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.116,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.807,,,,,,
J2724,Protein c concentrate,10 UNITS,15.058,,,,,,
J2760,Phentolaine mesylate inj,5 MG,392.679,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.050,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,337.465,,,,,,
J2778,Ranibizumab injection,0.1 mg,275.140,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,83.229,,,,,,Added July 2022
J2783,Rasburicase,0.5 MG,330.896,,,,,,
J2785,Regadenoson injection,0.1 MG,61.475,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.945,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),24.195,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),79.468,,,,,,
J2791,Rhophylac injection,100 IU,4.814,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,31.909,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.467,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.071,,,,,,
J2796,Romiplostim injection,10 MCG,87.737,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.921,,,,,,
J2800,Methocarbamol injection,10 ML,6.513,,,,,,
J2805,Sincalide injection,5 MCG,119.267,,,,,,
J2820,Sargramostim injection,50 MCG,55.320,,,,,,
J2860,"Injection, siltuximab",10 MG,128.492,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.862,,,,,,
J2920,Methylprednisolone injection,40 MG,4.188,,,,,,
J2930,Methylprednisolone injection,125 MG,5.524,,,,,,
J2997,Alteplase recombinant,1 MG,85.823,,,,,,
J3000,Streptomycin injection,1 GM,38.199,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.841,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,16.421,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.685,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.744,,,,,,
J3095,Telavancin injection,10 MG,6.999,,,,,,
J3101,Tenecteplase injection,1 MG,139.480,,,,,,
J3105,Terbutaline sulfate inj,1 MG,3.197,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.700,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.046,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.649,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,31.276,,,,,,
J3240,Thyrotropin injection,0.9 MG,1906.933,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,321.370,,,,,,
J3243,Tigecycline injection,1 MG,1.001,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,138.635,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,42.826,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.237,,,,,,
J3262,Tocilizumab injection,1 MG,5.798,,,,,,
J3285,Treprostinil injection,1 MG,55.706,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.902,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.291,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,16.989,,,,,,
J3315,Triptorelin pamoate,3.75 MG,363.571,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,174.691,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.292,,,,,,
J3360,Diazepam injection,5 MG,5.163,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.958,,,,,,
J3380,"Injection, vedolizumab",1 MG,22.757,,,,,,
J3385,Velaglucerase alfa,100 UNITS,359.732,,,,,,
J3396,Verteporfin injection,0.1 MG,11.383,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,10.775,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.561,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.320,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.572,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.215,,,,,,
J3465,"Injection, voriconazole",10 MG,1.059,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.494,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.360,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.754,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.172,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,11.584,,,,,,
J3489,Zoledronic acid 1mg,1 MG,8.343,,,,,,
J7030,Normal saline solution infus,1000 ML,2.712,,,,,,
J7040,Normal saline solution infus,500 ML,1.356,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.893,,,,,,AMP-based payment limit
J7050,Normal saline solution infus,250 ML,0.678,,,,,,
J7060,5% dextrose/water,500 ML,1.866,,,,,,
J7070,D5w infusion,1000 CC,3.731,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.489,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,49.904,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.545,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.091,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.341,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.858,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.370,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,16.345,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.261,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.147,,,,,1,
J7185,Xyntha inj,1 IU,1.253,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.140,,,,,1,
J7187,"Humate-p, inj",1 IU,1.292,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.199,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.345,,,,,1,
J7190,Factor viii,1 IU,1.144,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.446,,,,,1,
