Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective January 1, 2022 through March 31, 2022",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q21 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J0630,Calcitonin salmon injection,400 UNITS,2841.589,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.719,,,,,,
J0637,Caspofungin acetate,5 MG,6.569,,,,,,
J0638,Canakinumab injection,1 MG,115.889,,,,,,
J0640,Leucovorin calcium injection,50 MG,4.442,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.113,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.833,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,2.926,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.769,,,,,,
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.758,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.680,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.637,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.482,,,,,,
J0697,Sterile cefuroxime injection,750 MG,1.985,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.777,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.566,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.963,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,92.374,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,6.275,,,,,,"""lesser of"" methodology applied"
J0720,Chloramphenicol sodium injec,1 GM,35.796,,,,,,AMP-based payment limit
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.632,,,,,,
J0735,Clonidine hydrochloride,1 MG,33.960,,,,,,
J0740,Cidofovir injection,375 MG,567.922,,,,,,
J0741,"Inj, cabote rilpivir 2mg 3mg",2MG/3MG,20.556,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.314,,,,,,
J0743,Cilastatin sodium injection,250 MG,7.347,,,,,,
J0744,Ciprofloxacin iv,200 MG,0.946,,,,,,
J0770,Colistimethate sodium inj,150 MG,14.137,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,56.604,,,,,,
J0780,Prochlorperazine injection,10 MG,4.186,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,124.122,,,,,,
J0800,Corticotropin injection,40 UNITS,3788.217,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,32.096,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2636.687,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1022.445,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1525.458,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.819,,,,,,Updated April 2022
J0878,Daptomycin injection,1 MG,0.054,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.094,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.094,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.222,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.512,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.512,,,,,,
J0894,Decitabine injection,1 MG,2.883,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,7.866,,,,,,AMP-based payment limit
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,37.397,,,,,,
J0897,Denosumab injection,1 MG,21.205,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,23.957,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.584,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,5.698,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,11.822,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.571,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.026,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.119,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,54.929,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,23.481,,,,,,
J1160,Digoxin injection,0.5 MG,21.738,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4128.191,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.508,,,,,,
J1170,Hydromorphone injection,4 MG,2.750,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,189.843,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,1.061,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,15.287,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,43.906,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,636.555,,,,,,
J1230,Methadone injection,10 MG,17.465,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.122,,,,,,
J1245,Dipyridamole injection,10 MG,3.652,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.798,,,,,,
J1265,Dopamine injection,40 MG,0.638,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.392,,,,,,
J1290,Ecallantide injection,1 MG,504.131,,,,,,
J1300,Eculizumab injection,10 MG,228.943,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.608,,,,,,Updated July 2022
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,224.632,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,250.302,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.260,,,,,,
J1335,Ertapenem injection,500 MG,24.477,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,75.253,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.728,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,341.501,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,24.398,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.123,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.984,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.449,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,4.952,,,,,,
J1450,Fluconazole,200 MG,3.138,,,,,,
J1453,Fosaprepitant injection,1 MG,0.190,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,503.979,,,,,,
J1458,Galsulfase injection,1 MG,411.913,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,45.008,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,45.419,,,,,,
J1554,Inj. asceniv,500 MG,481.770,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,14.748,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,50.804,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,13.296,,,,,,
J1559,Hizentra injection,100 MG,11.785,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,454.194,,,,,,
J1561,Gamunex-c/gammaked,500 MG,46.509,,,,,,
J1566,"Immune globulin, powder",500 MG,69.590,,,,,,
J1568,Octagam injection,500 MG,41.613,,,,,,
J1569,Gammagard liquid injection,500 MG,46.667,,,,,,
J1570,Ganciclovir sodium injection,500 MG,47.371,,,,,,
J1571,Hepagam b im injection,0.5 ML,73.596,,,,,,
J1572,Flebogamma injection,500 MG,35.893,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,15.419,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.413,,,,,,AMP-based payment limit
J1602,Golimumab for iv use 1mg,1 MG,16.068,,,,,,Updated April 2022
J1610,Glucagon hydrochloride/1 mg,1 MG,166.773,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.345,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,6.710,,,,,,
J1630,Haloperidol injection,5 MG,1.087,,,,,,
J1631,Haloperidol decanoate inj,50 MG,8.161,,,,,,AMP-based payment limit
J1640,"Hemin, 1 mg",1 MG,26.629,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.015,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.247,,,,,,
J1645,Dalteparin sodium,2500 IU,10.012,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.803,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.465,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,482.080,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,14.761,,,,,,
J1740,Ibandronate sodium injection,1 MG,29.274,,,,,,
J1743,Idursulfase injection,1 MG,542.943,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,37.682,,,,,,Updated April 2022
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,66.253,,,,,,
J1750,Inj iron dextran,50 MG,15.728,,,,,,Updated April 2022
J1756,Iron sucrose injection,1 MG,0.221,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.965,,,,,,
J1815,Insulin injection,5 UNITS,0.897,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.952,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,462.618,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.545,,,,,,
J1930,Lanreotide injection,1 MG,66.183,,,,,,
J1931,Laronidase injection,0.1 MG,34.777,,,,,,
J1940,Furosemide injection,20 MG,0.515,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,3.003,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.950,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1366.009,,,,,,
J1951,Inj fensolvi 0.25 mg,0.25 MG,127.046,,,,,,
J1953,Levetiracetam injection,10 MG,0.093,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,21.761,,,,,,
J1956,Levofloxacin injection,250 MG,0.983,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,29.254,,,,,,
J2001,Lidocaine injection,10 MG,0.025,,,,,,
J2010,Lincomycin injection,300 MG,10.100,,,,,,
J2020,Linezolid injection,200 MG,6.251,,,,,,
J2060,Lorazepam injection,2 MG,0.718,,,,,,
J2150,Mannitol injection,50 ML,4.630,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.217,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,28.685,,,,,,
J2185,Meropenem,100 MG,0.743,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,19.382,,,,,,
J2248,Micafungin sodium injection,1 MG,0.856,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.114,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.613,,,,,,
J2270,Morphine sulfate injection,10 MG,3.165,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,13.889,,,,,,
J2278,Ziconotide injection,1 MCG,9.054,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.318,,,,,,AMP-based payment limit
J2300,Inj nalbuphine hydrochloride,10 MG,3.073,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,10.786,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.518,,,,,,
J2323,Natalizumab injection,1 MG,23.253,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,58.907,,,,,,
J2353,"Octreotide injection, depot",1 MG,206.562,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.969,,,,,,
J2357,Omalizumab injection,5 MG,37.507,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,5.187,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,30.103,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.084,,,,,,
J2407,"Injection, oritavancin",10 MG,24.396,,,,,,
J2425,Palifermin injection,50 MCG,23.929,,,,,,
J2426,Paliperidone palmitate inj,1 MG,12.649,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.554,,,,,,
J2469,Palonosetron hcl,25 MCG,0.857,,,,,,
J2501,Paricalcitol,1 MCG,0.691,,,,,,AMP-based payment limit
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,182.032,,,,,,
J2507,Pegloticase injection,1 MG,2968.605,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,30.986,,,,,,
J2515,Pentobarbital sodium inj,50 MG,24.128,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.774,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.416,,,,,,
J2545,Pentamidine non-comp unit,300 MG,125.557,,,,,,
J2550,Promethazine hcl injection,50 MG,2.364,,,,,,
J2560,Phenobarbital sodium inj,120 MG,42.242,,,,,,
J2562,Plerixafor injection,1 MG,382.780,,,,,,
J2597,Inj desmopressin acetate,1 MCG,9.287,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.154,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,10.281,,,,,,
J2690,Procainamide hcl injection,1 GM,106.265,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.281,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.136,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.412,,,,,,
J2724,Protein c concentrate,10 UNITS,15.093,,,,,,
J2760,Phentolaine mesylate inj,5 MG,414.115,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.071,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,428.192,,,,,,
J2778,Ranibizumab injection,0.1 mg,307.198,,,,,,
J2783,Rasburicase,0.5 MG,321.669,,,,,,
J2785,Regadenoson injection,0.1 MG,61.287,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.129,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),21.775,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),78.989,,,,,,
J2791,Rhophylac injection,100 IU,4.707,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,31.523,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.044,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.069,,,,,,
J2796,Romiplostim injection,10 MCG,83.621,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.677,,,,,,
J2800,Methocarbamol injection,10 ML,6.478,,,,,,
J2805,Sincalide injection,5 MCG,115.648,,,,,,
J2820,Sargramostim injection,50 MCG,53.558,,,,,,
J2860,"Injection, siltuximab",10 MG,125.158,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.921,,,,,,
J2920,Methylprednisolone injection,40 MG,4.221,,,,,,
J2930,Methylprednisolone injection,125 MG,5.890,,,,,,
J2997,Alteplase recombinant,1 MG,87.670,,,,,,
J3000,Streptomycin injection,1 GM,32.944,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.669,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,16.006,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.229,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.661,,,,,,
J3095,Telavancin injection,10 MG,6.396,,,,,,
J3101,Tenecteplase injection,1 MG,134.621,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.802,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.333,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.049,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.607,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,32.021,,,,,,
J3240,Thyrotropin injection,0.9 MG,1858.040,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,315.880,,,,,,
J3243,Tigecycline injection,1 MG,1.056,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,133.594,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,42.759,,,,,,
J3260,Tobramycin sulfate injection,80 MG,4.118,,,,,,
J3262,Tocilizumab injection,1 MG,5.732,,,,,,
J3285,Treprostinil injection,1 MG,57.473,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.890,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.109,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,17.627,,,,,,
J3315,Triptorelin pamoate,3.75 MG,337.005,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,170.819,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,11.615,,,,,,
J3360,Diazepam injection,5 MG,7.068,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.776,,,,,,
J3380,"Injection, vedolizumab",1 MG,21.293,,,,,,
J3385,Velaglucerase alfa,100 UNITS,359.796,,,,,,
J3396,Verteporfin injection,0.1 MG,11.242,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,8.430,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.821,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,5.689,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.799,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.423,,,,,,
J3465,"Injection, voriconazole",10 MG,1.827,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.471,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.361,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.610,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.148,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,13.382,,,,,,
J3489,Zoledronic acid 1mg,1 MG,5.767,,,,,,
J7030,Normal saline solution infus,1000 ML,2.735,,,,,,
J7040,Normal saline solution infus,500 ML,1.368,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.055,,,,,,
J7050,Normal saline solution infus,250 ML,0.684,,,,,,
J7060,5% dextrose/water,500 ML,1.736,,,,,,
J7070,D5w infusion,1000 CC,3.473,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.471,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,48.748,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.200,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.091,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.298,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.842,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.135,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,16.121,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.525,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.142,,,,,1,
J7185,Xyntha inj,1 IU,1.265,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.132,,,,,1,
J7187,"Humate-p, inj",1 IU,1.263,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.197,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.307,,,,,1,
J7190,Factor viii,1 IU,1.111,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.427,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.165,,,,,1,
J7194,Factor ix complex,1 IU,1.533,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.590,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.550,,,,,,
