Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective April 1, 2022 through June 30, 2022",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q21 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
90687,Iiv4 vaccine splt 0.25 ml im,0.25 ML,9.953,95,9.953,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates 
90688,Iiv4 vaccine splt 0.5 ml im,0.5 ML,19.906,95,19.906,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates 
90694,Vacc AIIV4 no prsrv 0.5ML IM,0.5 ML,66.426,95,66.426,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates 
90714,Td vacc no presv 7 yrs+ im,0.5 ML,27.941,,,,,,
90715,Tdap vaccine 7 yrs/> im,0.5 ML,35.635,,,,,,
90732,Ppsv23 vacc 2 yrs+ subq/im,0.5 ML,133.472,95,133.472,,,,
90739,Hepb vacc 2 dose adult im,1 dose,144.210,95,144.210,,,,
90740,Hepb vacc 3 dose immunsup im,40 MCG,146.329,95,146.329,,,,
90744,Hepb vacc 3 dose ped/adol im,1 DOSE,29.043,95,29.043,,,,
90746,Hepb vaccine 3 dose adult im,20 MCG,70.376,95,70.376,,,,
90747,Hepb vacc 4 dose immunsup im,40 MCG,140.752,95,140.752,,,,
90756,Cciiv4 vacc abx free im,0.5 ML,28.370,95,28.370,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
90759,Hep b vac 3ag 10mcg 3 dos im,10 MCG,74.528,,,,,,Added April 2022
A9575,Inj gadoterate meglumi 0.1ml,0.1 ML,0.153,,,,,,
A9576,Inj prohance multipack,1 ML,1.469,,,,,,
A9577,Inj multihance,1 ML,1.853,,,,,,
A9578,Inj multihance multipack,1 ML,1.750,,,,,,
A9579,"Gad-base mr contrast nos,1ml",1 ML,1.582,,,,,,
A9581,Gadoxetate disodium inj,1 ML,14.735,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.322,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1222.933,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"microCurie 100% AWP = $174.020
microCurie 100% WAC = $145.020"
J0121,"Inj., omadacycline, 1 mg",1 MG,3.296,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.013,,,,,,
J0129,Abatacept injection,10 MG,43.900,,,,,,"""lesser of"" methodology applied"
J0132,Acetylcysteine injection,100 MG,0.680,,,,,,
J0133,Acyclovir injection,5 MG,0.028,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.457,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.761,,,,,,
J0172,"Inj, aducanumab-avwa, 2 mg",2 MG,5.640,,,,,,WAMP-based payment limit
J0178,Aflibercept injection,1 MG,914.200,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,312.277,,,,,,
J0180,Agalsidase beta injection,1 MG,198.736,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.730,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2148.998,,,,,,
J0221,Lumizyme injection,10 MG,181.572,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,97.845,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,106.658,,,,,,
J0248,"Inj, remdesivir, 1 mg",1 MG,5.512,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.535,,,,,,
J0257,Glassia injection,10 MG,4.971,,,,,,
J0278,Amikacin sulfate injection,100 MG,0.830,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,11.571,,,,,,
J0285,Amphotericin b,50 MG,46.322,,,,,,
J0287,Amphotericin b lipid complex,10 MG,9.700,,,,,,
J0289,Amphotericin b liposome inj,10 MG,27.378,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.646,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.143,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.413,,,,,,
J0348,Anidulafungin injection,1 MG,0.609,,,,,,
J0360,Hydralazine hcl injection,20 MG,4.442,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.992,,,,,,
J0456,Azithromycin,500 MG,2.832,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.090,,,,,,
J0475,Baclofen 10 mg injection,10 MG,179.649,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,64.396,,,,,,
J0480,Basiliximab,20 MG,4062.839,,,,,,
J0485,Belatacept injection,1 MG,3.784,,,,,,
J0490,Belimumab injection,10 MG,48.250,,,,,,
J0491,Inj anifrolumab-fnia 1mg,1 MG,16.207,,,,,,Added April 2022
J0500,Dicyclomine injection,20 MG,26.075,,,,,,
J0515,Inj benztropine mesylate,1 MG,18.438,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,165.570,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",11.782,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",15.118,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.871,,,,,,
J0583,Bivalirudin,1 MG,0.362,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,380.100,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.185,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.402,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,12.171,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.063,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.101,,,,,,
J0594,Busulfan injection,1 MG,1.909,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.940,,,,,,
J0596,"Injection, ruconest",10 UNITS,30.107,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,57.325,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,58.958,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5708.594,,,,,,
J0610,Calcium gluconate injection,10 ML,4.048,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2644.430,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.702,,,,,,
J0637,Caspofungin acetate,5 MG,5.327,,,,,,
J0638,Canakinumab injection,1 MG,116.942,,,,,,
J0640,Leucovorin calcium injection,50 MG,3.794,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.104,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.318,,,,,,AMP-based payment limit
J0670,Inj mepivacaine hcl/10 ml,10 ML,2.950,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.660,,,,,,Updated July 2022
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.779,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.657,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.398,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.506,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.044,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.787,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.565,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.976,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,91.794,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,5.638,,,,,,"""lesser of"" methodology applied"
J0720,Chloramphenicol sodium injec,1 GM,33.866,,,,,,AMP-based payment limit
J0725,Chorionic gonadotropin/1000u,1000 UNITS,24.539,,,,,,
J0735,Clonidine hydrochloride,1 MG,26.230,,,,,,
J0740,Cidofovir injection,375 MG,546.203,,,,,,
J0741,"Inj, cabote rilpivir 2mg 3mg",2MG/3MG,20.543,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.313,,,,,,
J0743,Cilastatin sodium injection,250 MG,6.749,,,,,,
J0744,Ciprofloxacin iv,200 MG,0.931,,,,,,
J0770,Colistimethate sodium inj,150 MG,15.684,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,58.791,,,,,,
J0780,Prochlorperazine injection,10 MG,3.748,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,124.181,,,,,,
J0800,Corticotropin injection,40 UNITS,3780.686,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,32.569,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2622.690,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,918.846,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1526.582,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.472,,,,,,
J0878,Daptomycin injection,1 MG,0.051,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.284,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.284,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.112,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.562,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.562,,,,,,
J0894,Decitabine injection,1 MG,2.713,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,7.198,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,37.399,,,,,,
J0897,Denosumab injection,1 MG,21.260,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,23.918,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.192,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,5.915,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,10.518,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.136,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.028,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.112,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,57.014,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,22.552,,,,,,
J1160,Digoxin injection,0.5 MG,16.009,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4296.541,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.437,,,,,,
J1170,Hydromorphone injection,4 MG,2.862,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,181.216,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.802,,,,,,
J1201,Inj. cetirizine hcl 0.5mg,0.5 MG,15.105,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,42.305,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,636.546,,,,,,
J1230,Methadone injection,10 MG,17.037,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.260,,,,,,
J1245,Dipyridamole injection,10 MG,3.488,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.003,,,,,,
J1265,Dopamine injection,40 MG,0.661,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.304,,,,,,
J1290,Ecallantide injection,1 MG,501.360,,,,,,
J1300,Eculizumab injection,10 MG,228.523,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.991,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,224.768,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,250.295,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.291,,,,,,
J1335,Ertapenem injection,500 MG,20.867,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,77.177,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.095,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,341.492,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,457.180,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,24.217,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.143,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.994,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.435,,,,,,
J1448,"Injection, trilaciclib, 1mg",1 MG,4.946,,,,,,
J1450,Fluconazole,200 MG,3.121,,,,,,
J1453,Fosaprepitant injection,1 MG,0.177,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,464.383,,,,,,
J1458,Galsulfase injection,1 MG,411.922,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,45.052,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,46.427,,,,,,
J1554,Inj. asceniv,500 MG,481.770,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,14.740,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,50.734,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,13.657,,,,,,
J1559,Hizentra injection,100 MG,11.787,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,464.271,,,,,,
J1561,Gamunex-c/gammaked,500 MG,43.041,,,,,,
J1566,"Immune globulin, powder",500 MG,69.927,,,,,,
J1568,Octagam injection,500 MG,41.822,,,,,,
J1569,Gammagard liquid injection,500 MG,43.880,,,,,,
J1570,Ganciclovir sodium injection,500 MG,44.671,,,,,,
J1571,Hepagam b im injection,0.5 ML,76.105,,,,,,
J1572,Flebogamma injection,500 MG,38.716,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,15.247,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.563,,,,,,AMP-based payment limit
J1602,Golimumab for iv use 1mg,1 MG,15.014,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,169.741,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.335,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,6.566,,,,,,
J1630,Haloperidol injection,5 MG,1.248,,,,,,
J1631,Haloperidol decanoate inj,50 MG,7.758,,,,,,AMP-based payment limit
J1640,"Hemin, 1 mg",1 MG,26.629,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.014,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.233,,,,,,
J1645,Dalteparin sodium,2500 IU,11.621,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.789,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.244,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,523.729,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,14.743,,,,,,
J1740,Ibandronate sodium injection,1 MG,45.640,,,,,,
J1743,Idursulfase injection,1 MG,542.758,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,36.513,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,66.490,,,,,,
J1750,Inj iron dextran,50 MG,15.767,,,,,,
J1756,Iron sucrose injection,1 MG,0.224,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.877,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,8.944,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,462.867,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.466,,,,,,
J1930,Lanreotide injection,1 MG,65.006,,,,,,
J1931,Laronidase injection,0.1 MG,34.776,,,,,,
J1940,Furosemide injection,20 MG,0.637,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.987,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.934,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1421.555,,,,,,
J1951,Inj fensolvi 0.25 mg,0.25 MG,126.432,,,,,,
J1953,Levetiracetam injection,10 MG,0.092,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,22.459,,,,,,
J1956,Levofloxacin injection,250 MG,0.866,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,28.891,,,,,,
J2001,Lidocaine injection,10 MG,0.024,,,,,,
J2010,Lincomycin injection,300 MG,9.481,,,,,,
J2020,Linezolid injection,200 MG,5.870,,,,,,
J2060,Lorazepam injection,2 MG,0.726,,,,,,
J2150,Mannitol injection,50 ML,2.594,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.660,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,28.750,,,,,,
J2185,Meropenem,100 MG,0.693,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,20.315,,,,,,
J2248,Micafungin sodium injection,1 MG,0.805,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.133,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.596,,,,,,
J2270,Morphine sulfate injection,10 MG,2.943,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,22.335,,,,,,
J2278,Ziconotide injection,1 MCG,8.998,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.531,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.611,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,12.144,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.537,,,,,,
J2323,Natalizumab injection,1 MG,23.056,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,58.493,,,,,,
J2353,"Octreotide injection, depot",1 MG,207.427,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.846,,,,,,
J2357,Omalizumab injection,5 MG,37.268,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.920,,,,,,
J2360,Orphenadrine injection,60 MG,4.616,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,30.577,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.086,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,42.380,,,,,,Added April 2022
J2407,"Injection, oritavancin",10 MG,24.513,,,,,,
J2425,Palifermin injection,50 MCG,23.925,,,,,,
J2426,Paliperidone palmitate inj,1 MG,12.636,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.151,,,,,,
J2469,Palonosetron hcl,25 MCG,1.214,,,,,,
J2501,Paricalcitol,1 MCG,0.802,,,,,,AMP-based payment limit
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,167.681,,,,,,
J2507,Pegloticase injection,1 MG,2985.846,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,32.116,,,,,,
J2515,Pentobarbital sodium inj,50 MG,24.307,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.770,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.352,,,,,,
J2545,Pentamidine non-comp unit,300 MG,124.327,,,,,,
J2550,Promethazine hcl injection,50 MG,2.570,,,,,,
J2560,Phenobarbital sodium inj,120 MG,41.725,,,,,,
J2562,Plerixafor injection,1 MG,382.648,,,,,,
J2597,Inj desmopressin acetate,1 MCG,8.271,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.114,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,10.886,,,,,,
J2690,Procainamide hcl injection,1 GM,107.864,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.058,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.132,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.477,,,,,,
J2724,Protein c concentrate,10 UNITS,15.117,,,,,,
J2760,Phentolaine mesylate inj,5 MG,377.730,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.040,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,428.328,,,,,,
J2778,Ranibizumab injection,0.1 mg,281.882,,,,,,
J2783,Rasburicase,0.5 MG,321.798,,,,,,
J2785,Regadenoson injection,0.1 MG,61.504,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.232,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),24.838,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),78.496,,,,,,
J2791,Rhophylac injection,100 IU,4.723,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,30.616,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.046,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.069,,,,,,
J2796,Romiplostim injection,10 MCG,83.897,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.666,,,,,,
J2800,Methocarbamol injection,10 ML,5.880,,,,,,
J2805,Sincalide injection,5 MCG,119.084,,,,,,
J2820,Sargramostim injection,50 MCG,54.041,,,,,,
J2860,"Injection, siltuximab",10 MG,128.529,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.057,,,,,,
J2920,Methylprednisolone injection,40 MG,4.248,,,,,,
J2930,Methylprednisolone injection,125 MG,6.120,,,,,,
J2997,Alteplase recombinant,1 MG,88.281,,,,,,
J3000,Streptomycin injection,1 GM,33.370,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.721,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,16.011,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.352,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.661,,,,,,
J3095,Telavancin injection,10 MG,6.332,,,,,,
J3101,Tenecteplase injection,1 MG,134.759,,,,,,
J3105,Terbutaline sulfate inj,1 MG,2.973,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.318,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.045,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.659,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,31.226,,,,,,
J3240,Thyrotropin injection,0.9 MG,1858.663,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,315.880,,,,,,
J3243,Tigecycline injection,1 MG,0.971,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,137.273,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,43.090,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.190,,,,,,
J3262,Tocilizumab injection,1 MG,5.819,,,,,,
J3285,Treprostinil injection,1 MG,56.809,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.900,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.121,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,17.503,,,,,,
J3315,Triptorelin pamoate,3.75 MG,347.646,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,166.315,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,11.647,,,,,,
J3360,Diazepam injection,5 MG,6.690,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.736,,,,,,
J3380,"Injection, vedolizumab",1 MG,21.720,,,,,,
J3385,Velaglucerase alfa,100 UNITS,359.916,,,,,,
J3396,Verteporfin injection,0.1 MG,11.235,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,9.750,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.543,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.127,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.612,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.488,,,,,,
J3465,"Injection, voriconazole",10 MG,1.360,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.471,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.360,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.761,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.154,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,12.517,,,,,,
J3489,Zoledronic acid 1mg,1 MG,6.644,,,,,,
J7030,Normal saline solution infus,1000 ML,2.557,,,,,,
J7040,Normal saline solution infus,500 ML,1.278,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.017,,,,,,
J7050,Normal saline solution infus,250 ML,0.639,,,,,,
J7060,5% dextrose/water,500 ML,1.791,,,,,,
J7070,D5w infusion,1000 CC,3.582,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.483,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,48.676,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.200,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.094,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.341,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.805,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.378,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,15.678,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.292,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.131,,,,,1,
J7185,Xyntha inj,1 IU,1.255,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.151,,,,,1,
J7187,"Humate-p, inj",1 IU,1.293,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.196,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.303,,,,,1,
J7190,Factor viii,1 IU,1.071,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.432,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.183,,,,,1,
J7194,Factor ix complex,1 IU,1.532,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.584,,,,,1,
