Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective October 1, 2017 through December 31, 2017",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q17 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J1000,Depo-estradiol cypionate inj,5 MG,19.537,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,5.592,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.362,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,12.260,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.496,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.025,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.124,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,105.618,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,21.248,,,,,,
J1160,Digoxin injection,0.5 MG,8.400,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3267.026,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.598,,,,,,
J1170,Hydromorphone injection,4 MG,2.046,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,185.892,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.605,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,60.935,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,554.155,,,,,,
J1230,Methadone injection,10 MG,19.251,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.442,,,,,,
J1245,Dipyridamole injection,10 MG,0.798,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,5.600,,,,,,
J1265,Dopamine injection,40 MG,0.635,,,,,,
J1267,Doripenem injection,10 MG,0.707,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.428,,,,,,
J1290,Ecallantide injection,1 MG,441.288,,,,,,
J1300,Eculizumab injection,10 MG,226.628,,,,,,
J1325,Epoprostenol injection,0.5 MG,15.566,,,,,,
J1335,Ertapenem injection,500 MG,52.338,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,64.899,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,9.998,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,304.606,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,443.682,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.062,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,1.007,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.627,,,,,,
J1450,Fluconazole,200 MG,4.852,,,,,,
J1453,Fosaprepitant injection,1 MG,2.025,,,,,,
J1458,Galsulfase injection,1 MG,380.500,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,38.506,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,31.764,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,38.310,,,,,,
J1557,Gammaplex injection,500 MG,41.079,,,,,,
J1559,Hizentra injection,100 MG,9.813,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,317.637,,,,,,
J1561,Gamunex-c/gammaked,500 MG,38.944,,,,,,
J1566,"Immune globulin, powder",500 MG,34.282,,,,,,
J1568,Octagam injection,500 MG,36.618,,,,,,
J1569,Gammagard liquid injection,500 MG,39.783,,,,,,
J1570,Ganciclovir sodium injection,500 MG,68.489,,,,,,
J1571,Hepagam b im injection,0.5 ML,61.120,,,,,,
J1572,Flebogamma injection,500 MG,29.836,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,13.136,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.554,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,24.736,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,205.553,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.363,,,,,,
J1630,Haloperidol injection,5 MG,1.205,,,,,,
J1631,Haloperidol decanoate inj,50 MG,18.141,,,,,,
J1640,"Hemin, 1 mg",1 MG,24.000,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.186,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.201,,,,,,
J1645,Dalteparin sodium,2500 IU,15.274,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.800,,,,,,
J1652,Fondaparinux sodium,0.5 MG,2.087,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,557.454,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,11.279,,,,,,
J1740,Ibandronate sodium injection,1 MG,82.872,,,,,,
J1742,Ibutilide fumarate injection,1 MG,169.137,,,,,,
J1743,Idursulfase injection,1 MG,542.859,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,87.149,,,,,,
J1750,Inj iron dextran,50 MG,13.043,,,,,,
J1756,Iron sucrose injection,1 MG,0.256,,,,,,
J1786,Imuglucerase injection,10 UNITS,41.689,,,,,,
J1800,Propranolol injection,1 MG,1.615,,,,,,
J1815,Insulin injection,5 UNITS,0.848,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,9.968,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.558,,,,,,
J1930,Lanreotide injection,1 MG,55.984,,,,,,
J1931,Laronidase injection,0.1 MG,30.612,,,,,,
J1940,Furosemide injection,20 MG,1.054,,,,,,
J1942,Aripiprazole lauroxil 1mg,1 MG,2.458,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1087.909,,,,,,
J1953,Levetiracetam injection,10 MG,0.115,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,22.077,,,,,,
J1956,Levofloxacin injection,250 MG,1.180,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,27.621,,,,,,
J2001,Lidocaine injection,10 MG,0.018,,,,,,
J2010,Lincomycin injection,300 MG,12.583,,,,,,
J2020,Linezolid injection,200 MG,13.912,,,,,,
J2060,Lorazepam injection,2 MG,0.741,,,,,,
J2150,Mannitol injection,50 ML,2.047,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,5.101,,,,,,
J2185,Meropenem,100 MG,1.332,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,16.105,,,,,,
J2248,Micafungin sodium injection,1 MG,0.942,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.112,,,,,,
J2260,Inj milrinone lactate / 5 MG,5 MG,1.944,,,,,,
J2270,Morphine sulfate injection,10 MG,1.416,,,,,,
J2274,In morphine preservativ free,10 MG,12.400,,,,,,
J2278,Ziconotide injection,1 MCG,7.419,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.305,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.703,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,28.827,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.262,,,,,,
J2323,Natalizumab injection,1 MG,19.415,,,,,,
J2353,"Octreotide injection, depot",1 MG,183.640,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.955,,,,,,
J2355,Oprelvekin injection,5 MG,467.216,,,,,,
J2357,Omalizumab injection,5 MG,34.932,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,6.907,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,23.211,,,,,,AMP-based payment limit
J2405,Ondansetron hcl injection,1 MG,0.088,,,,,,
J2407,"Injection, oritavancin",10 MG,23.364,,,,,,
J2410,Oxymorphone hcl injection,1 MG,2.849,,,,,,
J2425,Palifermin injection,50 MCG,19.204,,,,,,
J2426,Paliperidone palmitate inj,1 MG,10.015,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,8.420,,,,,,
J2469,Palonosetron hcl,25 MCG,20.899,,,,,,
J2501,Paricalcitol,1 MCG,1.098,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,729.472,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,352.273,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,4320.732,,,,,,
J2507,Pegloticase injection,1 MG,2006.661,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.295,,,,,,
J2515,Pentobarbital sodium inj,50 MG,52.401,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.050,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,2.960,,,,,,
J2545,Pentamidine non-comp unit,300 MG,115.201,,,,,,
J2550,Promethazine hcl injection,50 MG,2.174,,,,,,
J2560,Phenobarbital sodium inj,120 MG,35.859,,,,,,
J2562,Plerixafor injection,1 MG,314.438,,,,,,
J2597,Inj desmopressin acetate,1 MCG,12.752,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.463,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,18.709,,,,,,
J2690,Procainamide hcl injection,1 GM,72.649,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.695,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.119,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,0.912,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.129,,,,,,
J2765,Metoclopramide hcl injection,10 MG,0.905,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,428.618,,,,,,
J2778,Ranibizumab injection,0.1 mg,378.353,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,6.768,,,,,,
J2783,Rasburicase,0.5 MG,263.063,,,,,,
J2785,Regadenoson injection,0.1 MG,55.413,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),24.708,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),79.069,,,,,,
J2791,Rhophylac injection,100 IU,4.814,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,23.796,,,,,,
J2794,"Risperidone, long acting",0.5 MG,8.625,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.074,,,,,,
J2796,Romiplostim injection,10 MCG,66.857,,,,,,
J2800,Methocarbamol injection,10 ML,37.236,,,,,,
J2805,Sincalide injection,5 MCG,105.544,,,,,,
J2810,Inj theophylline per 40 mg,40 MG,0.304,,,,,,
J2820,Sargramostim injection,50 MCG,37.702,,,,,,
J2850,Inj secretin synthetic human,1 MCG,34.781,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.132,,,,,,
J2920,Methylprednisolone injection,40 MG,4.337,,,,,,
J2930,Methylprednisolone injection,125 MG,6.093,,,,,,
J2997,Alteplase recombinant,1 MG,83.991,,,,,,
J3000,Streptomycin injection,1 GM,15.366,,,,,,
J3010,Fentanyl citrate injeciton,0.1 MG,0.499,,,,,,
J3060,"Inj, taliglucerace alfa 10 u",10 UNITS,40.369,,,,,,
J3070,Pentazocine injection,30 MG,71.465,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.326,,,,,,
J3095,Telavancin injection,10 MG,5.115,,,,,,
J3101,Tenecteplase injection,1 MG,111.696,,,,,,
J3105,Terbutaline sulfate inj,1 MG,3.416,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.040,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,28.043,,,,,,
J3240,Thyrotropin injection,0.9 MG,1579.688,,,,,,
J3243,Tigecycline injection,1 MG,2.986,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,29.980,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.543,,,,,,
J3262,Tocilizumab injection,1 MG,4.370,,,,,,
J3285,Treprostinil injection,1 MG,61.237,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.884,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.879,,,,,,
J3315,Triptorelin pamoate,3.75 MG,391.110,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,187.258,,,,,,
J3360,Diazepam injection,5 MG,9.163,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.753,,,,,,
J3380,"Injection, vedolizumab",1 MG,18.590,,,,,,
J3385,Velaglucerase alfa,100 UNITS,342.348,,,,,,
J3396,Verteporfin injection,0.1 MG,10.761,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,8.506,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,3.030,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.321,,,,,,
J3420,Vitamin b12 injection,1000 MCG,2.093,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,4.147,,,,,,
J3465,"Injection, voriconazole",10 MG,2.697,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.390,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.357,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.545,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.120,,,,,,
J3485,Zidovudine,10 MG,1.515,,,,,,
J3486,Ziprasidone mesylate,10 MG,22.177,,,,,,
J3489,Zoledronic acid 1mg,1 MG,14.984,,,,,,
J7030,Normal saline solution infus,1000 ML,2.206,,,,,,
J7040,Normal saline solution infus,500 ML,1.104,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.889,,,,,,
J7050,Normal saline solution infus,250 ML,0.548,,,,,,
J7060,5% dextrose/water,500 ML,2.065,,,,,,
J7070,D5w infusion,1000 CC,3.903,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.393,,,,,,
J7180,Factor xiii anti-hem factor,1 IU,8.211,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.294,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.035,,,,,1,
J7185,Xyntha inj,1 IU,1.251,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,0.981,,,,,1,
J7187,"Humate-p, inj",1 IU,1.088,,,,,1,
J7189,Factor viia,1 MCG,2.001,,,,,1,
J7190,Factor viii,1 IU,1.018,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.244,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.142,,,,,1,
J7194,Factor ix complex,1 IU,1.386,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.503,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.745,,,,,,
J7198,Anti-inhibitor,1 IU,1.937,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.271,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,2.987,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.023,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,367.809,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20114.347,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.738,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.801,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.750,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,7.420,,,,,,
J7321,Hyalgan/supartz inj per dose,per dose,87.643,,,,,,
J7323,Euflexxa inj per dose,per dose,155.230,,,,,,
J7324,Orthovisc inj per dose,per dose,149.482,,,,,,
J7325,Synvisc or synvisc-one,1 MG,12.272,,,,,,
J7326,Gel-one,per dose,510.570,,,,,,
J7327,Monovisc inj per dose,Per Dose,856.785,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.150,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.268,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.579,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.235,,,,,,
J7504,Lymphocyte immune globulin,250 MG,1817.043,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.609,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.432,,,,,,
J7509,Methylprednisolone oral,4 MG,0.340,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.081,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,710.345,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.010,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.780,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,41.963,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.928,,,,,,
J7518,Mycophenolic acid,180 MG,2.673,,,,,,
J7520,"Sirolimus, oral",1 MG,7.738,,,,,,AMP-based payment limit
J7525,Tacrolimus injection,5 MG,188.317,,,,,,
J7527,Oral everolimus,0.25 MG,8.138,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,9.131,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,10.764,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.083,,,,,,
J7611,Albuterol non-comp con,1 MG,0.144,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.211,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.047,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.049,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.136,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,3.236,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.763,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,45.470,,,,,,
