J0133,Acyclovir injection,5 MG,$0.019,,,,,,,
J0135,Adalimumab injection,20 MG,$345.047,,,,,,,
J0150,Injection adenosine 6 MG,6 MG,$9.429,,,,,,,
J0152,Adenosine injection,30 MG,$70.773,,,,,,,
J0170,Adrenalin epinephrin inject,1 ML,$0.742,,,,,,,
J0180,Agalsidase beta injection,1 MG,$131.015,,,,,,,
J0205,Alglucerase injection,10 UNITS,$40.386,,,,,,,
J0207,Amifostine,500 MG,$424.029,,,,,,,
J0210,Methyldopate hcl injection,250 MG,$12.633,,,,,,,
J0215,Alefacept,0.5 MG,$28.352,,,,,,,
J0220,Alglucosidase alfa inj,10 MG,$127.198,,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,$3.688,,,,,,,
J0270,Alprostadil for injection,1.25 MCG,$0.440,,,,,,,
J0275,Alprostadil urethral suppos,125 MCG,$24.277,,,,,,,
J0278,Amikacin sulfate injection,100 MG,$0.612,,,,,,,
J0280,Aminophyllin 250 MG inj,250 MG,$0.394,,,,,,,
J0282,Amiodarone HCl,30 MG,$0.201,,,,,,,
J0285,Amphotericin B,50 MG,$12.667,,,95,$10.280,,,
J0287,Amphotericin b lipid complex,10 MG,$10.244,,,95,$21.850,,,
J0288,Ampho b cholesteryl sulfate,10 MG,$12.000,,,95,$15.200,,,
J0289,Amphotericin b liposome inj,10 MG,$16.123,,,95,$35.800,,,
J0290,Ampicillin 500 MG inj,500 MG,$2.162,,,,,,,
J0295,Ampicillin sodium per 1.5 gm,1.5 GM,$4.074,,,,,,,
J0300,Amobarbital 125 MG inj,125 MG,$11.326,,,,,,,
J0330,Succinycholine chloride inj,20 MG,$0.166,,,,,,,
J0348,Anadulafungin injection,1 MG,$1.354,,,,,,,
J0360,Hydralazine hcl injection,20 MG,$4.988,,,,,,,
J0364,"Apomorphine hcl, inj",1 MG,$3.680,,,,,,,
J0365,"Aprotonin, 10,000 kiu",10000 KIU,$2.646,,,,,,,
J0400,Aripiprazole IM inj,0.25 MG,$0.287,,,,,,,
J0456,Azithromycin,500 MG,$10.993,,,,,,,
J0460,Atropine sulfate injection,0.3 MG,$0.213,,,,,,,
J0470,Dimecaprol injection,100 MG,$26.759,,,,,,,
J0475,Baclofen 10 MG injection,10 MG,$187.822,,,95,$215.180,,,
J0476,Baclofen intrathecal trial,50 MCG,$69.451,,,95,$79.800,,,
J0480,Basiliximab,20 MG,"$1,595.627",,,,,,,
J0500,Dicyclomine injection,20 MG,$18.523,,,,,,,
J0515,Inj benztropine mesylate,1 MG,$26.301,,,,,,,
J0530,Penicillin g benzathine inj,600000 UNITS,$14.747,,,,,,,
J0540,Penicillin g benzathine inj,1200000 UNITS,$32.607,,,,,,,
J0550,Penicillin g benzathine inj,2400000 UNITS,$32.607,,,,,,,
J0560,Penicillin g benzathine inj,600000 UNITS,$23.438,,,,,,,
J0570,Penicillin g benzathine inj,1200000 UNITS,$40.937,,,,,,,
J0580,Penicillin g benzathine inj,2400000 UNITS,$47.114,,,,,,,
J0583,Bivalirudin,1 MG,$2.343,,,,,,,
J0585,Botulinum toxin a per unit,1 UNIT,$5.397,,,,,,,
J0587,Botulinum toxin type B,100 UNITS,$9.119,,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,$0.742,,,,,,,
J0594,"Busulfan, inj",1 MG,$12.159,,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,$0.511,,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,$50.233,,,,,,,
J0610,Calcium gluconate injection,10 ML,$0.318,,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,$48.961,,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,$0.434,,,,,,,
J0637,Caspofungin acetate,5 MG,$14.751,,,,,,,
J0640,Leucovorin calcium injection,50 MG,$0.836,,,,,,,
J0670,Inj mepivacaine HCL/10 ml,10 ML,$1.076,,,,,,,
J0690,Cefazolin sodium injection,500 MG,$0.553,,,,,,,
J0692,Cefepime HCl for injection,500 MG,$5.721,,,,,,,
J0694,Cefoxitin sodium injection,1 GM,$6.721,,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,$1.422,,,,,,,
J0697,Sterile cefuroxime injection,750 MG,$3.999,,,,,,,
J0698,Cefotaxime sodium injection,1 GM,$4.809,,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG and 3 MG,$6.087,,,,,,,
J0704,Betamethasone sod phosp/4 MG,4 MG,$1.133,,,,,,,
J0706,Caffeine citrate injection,5 MG,$0.644,,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,$3.645,,,,,,,
J0715,Ceftizoxime sodium / 500 MG,500 MG,$5.242,,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,$15.066,,,,,,,
J0725,Chorionic gonadotropin/1000u,1000 UNITS,$3.239,,,,,,,
J0735,Clonidine hydrochloride,1 MG,$64.630,,,,,,,
J0740,Cidofovir injection,375 MG,$762.076,,,,,,,
J0743,Cilastatin sodium injection,250 MG,$13.933,,,,,,,
J0744,Ciprofloxacin iv,200 MG,$1.984,,,,,,,
J0745,Inj codeine phosphate /30 MG,30 MG,$1.169,,,,,,,
J0760,Colchicine injection,1 MG,$6.572,,,,,,,
J0770,Colistimethate sodium inj,150 MG,$18.647,,,,,,,
J0780,Prochlorperazine injection,10 MG,$2.048,,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,$4.393,,,,,,,
J0800,Corticotropin injection,40 UNITS,"$2,354.458",,,,,,,
J0835,Inj cosyntropin per 0.25 MG,0.25 MG,$97.178,,,,,,,
J0850,Cytomegalovirus imm IV /vial,PER VIAL,$878.825,,,,,,,
J0878,Daptomycin injection,1 MG,$0.376,,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,$2.963,,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,$2.963,,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,$9.097,,,,,,,
J0886,"Epoetin alfa, esrd on dialysis",1000 UNITS,$9.097,,,,,,,
J0894,"Decitabine, inj",1 MG,$27.834,,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,$11.726,,,95,$15.630,,,
J0970,Estradiol valerate injection,40 MG,$33.990,,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,$6.432,,,,,,,
J1020,Methylprednisolone 20 MG inj,20 MG,$2.306,,,,,,,
J1030,Methylprednisolone 40 MG inj,40 MG,$4.364,,,,,,,
J1040,Methylprednisolone 80 MG inj,80 MG,$8.228,,,,,,,
J1051,Medroxyprogesterone inj,50 MG,$7.026,,,,,,,
J1060,Testosterone cypionate 1 ML,1 ML,$4.143,,,,,,,
J1070,Testosterone cypionat 100 MG,100 MG,$4.223,,,,,,,
J1080,Testosterone cypionat 200 MG,200 MG,$5.645,,,,,,,
J1094,Inj dexamethasone acetate,1 MG,$0.230,,,,,,,
J1100,Dexamethasone sodium phos,1 MG,$0.083,,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,$20.585,,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,$35.224,,,,,,,
J1160,Digoxin injection,0.5 MG,$1.367,,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,$493.945,,,,,,,
J1165,Phenytoin sodium injection,50 MG,$0.546,,,,,,,
J1170,Hydromorphone injection,4 MG,$1.353,,,95,$1.490,,,
J1190,Dexrazoxane HCl injection,250 MG,$268.849,,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,$0.692,,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,$193.227,,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ML,50 ML,$65.550,,,,,,,
J1230,Methadone injection,10 MG,$3.379,,,95,$0.750,,,
J1240,Dimenhydrinate injection,50 MG,$3.180,,,,,,,
J1245,Dipyridamole injection,10 MG,$0.979,,,,,,,
J1250,Inj dobutamine HCL/250 mg,250 MG,$5.628,,,95,$4.740,,,
J1260,Dolasetron mesylate,10 MG,$4.606,,,,,,,
J1265,Dopamine injection,40 MG,$0.479,,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,$2.776,,,,,,,
J1300,Eculizumab inj,10 MG,$176.384,,,,,,,
J1325,Epoprostenol injection,0.5 MG,$14.332,,,95,$12.640,,,
J1327,Eptifibatide injection,5 MG,$17.886,,,,,,,
J1335,Ertapenem injection,500 MG,$25.344,,,,,,,
J1364,Erythro lactobionate /500 MG,500 MG,$6.967,,,,,,,
J1380,Estradiol valerate 10 MG inj,10 MG,$8.725,,,,,,,
J1390,Estradiol valerate 20 MG inj,20 MG,$17.450,,,,,,,
J1410,Inj estrogen conjugate 25 MG,25 MG,$75.589,,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,$149.969,,,,,,,
J1438,Etanercept injection,25 MG,$173.868,,,,,,,revised 04/01/2009
J1440,Filgrastim 300 mcg injection,300 MCG,$200.318,,,,,,,revised 04/01/2009
J1441,Filgrastim 480 mcg injection,480 MCG,$307.222,,,,,,,revised 04/01/2009
J1450,Fluconazole,200 MG,$8.077,,,,,,,
J1451,"Fomepizole, 15 mg",15 MG,$11.850,,,,,,,
J1455,Foscarnet sodium injection,1000 MG,$10.704,,,95,$13.070,,,
J1457,Gallium nitrate injection,1 MG,$1.599,,,,,,,
J1458,"Galsulfase, inj",1 MG,$332.210,,,,,,,
J1460,Gamma globulin 1 CC inj,1 CC,$12.090,,,,,,,
J1470,Gamma globulin 2 CC inj,2 CC,$24.179,,,,,,,
J1480,Gamma globulin 3 CC inj,3CC,$36.267,,,,,,,
J1490,Gamma globulin 4 CC inj,4 CC,$48.358,,,,,,,
J1500,Gamma globulin 5 CC inj,5 CC,$60.448,,,,,,,
J1510,Gamma globulin 6 CC inj,6 CC,$72.544,,,,,,,
J1520,Gamma globulin 7 CC inj,7 CC,$84.587,,,,,,,
J1530,Gamma globulin 8 CC inj,8 CC,$96.716,,,,,,,
J1540,Gamma globulin 9 CC inj,9 CC,$108.840,,,,,,,
J1550,Gamma globulin 10 CC inj,10 CC,$120.895,,,,,,,
J1560,Gamma globulin > 10 CC inj,10 CC,$120.895,,,,,,,
J1561,Gamunex injection,500 MG,$34.798,,,,,,,
J1562,"Vivaglobulin, injection",100 MG,$7.075,,,,,,,
J1566,"Immune globulin, powder",500 MG,$29.236,,,,,,,
J1568,Octagam Injection,500 MG,$35.915,,,,,,,
J1569,Gammagard Liquid injection ,500 MG,$35.006,,,,,,,
J1570,Ganciclovir sodium injection,500 MG,$46.502,,,95,$35.250,,,
J1571,HepaGam B IM Injection,0.5 ML,$43.921,,,,,,,
J1572,Flebogamma injection,500 MG,$35.699,,,,,,,
J1573,HepaGam B IV,0.5 ML,$43.921,,,,,,,
J1580,Garamycin gentamicin inj,80 MG,$0.904,,,,,,,
J1590,Gatifloxacin injection,10 MG,$0.795,,,,,,,
J1595,Injection glatiramer acetate,20 MG,$64.684,,,,,,,
J1600,Gold sodium thiomaleate inj,50 MG,$7.721,,,,,,,
J1610,Glucagon hydrochloride/1 MG,1 MG,$72.774,,,,,,,
J1626,Granisetron HCl injection,100 MCG,$4.328,,,,,,,revised 04/01/2009
J1630,Haloperidol injection,5 MG,$1.587,,,,,,,
J1631,Haloperidol decanoate inj,50 MG,$3.079,,,,,,,
J1640,"Hemin, 1 mg",1 MG,$7.588,,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,$0.114,,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,$0.121,,,,,,,
J1645,Dalteparin sodium,2500 IU,$11.257,,,,,,,
J1650,Inj enoxaparin sodium,10 MG,$6.312,,,,,,,
J1652,Fondaparinux sodium,0.5 MG,$6.153,,,,,,,
J1655,Tinzaparin sodium injection,1000 IU,$2.102,,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,$137.546,,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,$2.343,,,,,,,
J1740,"Ibandronate sodium, inj",1 MG,$138.895,,,,,,,
J1742,Ibutilide fumarate injection,1 MG,$371.106,,,,,,,
J1743,Idursulfase inj,1 MG,$455.039,,,,,,,
J1745,Infliximab injection,10 MG,$57.078,,,,,,,
J1756,Iron sucrose injection,1 MG,$0.362,,,,,,,
J1785,Injection imiglucerase /unit,1 UNIT,$4.039,,,,,,,
J1790,Droperidol injection,5 MG,$1.603,,,,,,,
J1800,Propranolol injection,1 MG,$5.068,,,,,,,
J1815,Insulin injection,5 UNITS,$0.301,,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,$3.010,,,95,$2.800,,,
J1830,Interferon beta-1b / .25 MG,0.25 MG,$109.998,,,,,,,
J1835,Itraconazole injection,50 MG,$37.541,,,,,,,
J1840,Kanamycin sulfate 500 MG inj,500 MG,$4.549,,,,,,,
J1850,Kanamycin sulfate 75 MG inj,75 MG,$0.683,,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,$0.327,,,,,,,
J1931,Laronidase injection,0.1 MG,$24.599,,,,,,,
J1940,Furosemide injection,20 MG,$0.207,,,,,,,
J1945,Lepirudin,50 MG,$176.659,,,,,,,
J1950,Leuprolide acetate /3.75 MG,3.75 MG,$444.100,,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,$7.025,,,,,,,
J1956,Levofloxacin injection,250 MG,$5.983,,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,$9.866,,,,,,,
J1990,Chlordiazepoxide injection,100 MG,$21.050,,,,,,,
J2001,Lidocaine injection,10 MG,$0.019,,,,,,,
J2010,Lincomycin injection,300 MG,$4.586,,,,,,,
J2020,Linezolid injection,200 MG,$28.722,,,,,,,
J2060,Lorazepam injection,2 MG,$0.703,,,,,,,
J2150,Mannitol injection,50 ML,$0.860,,,,,,,
J2175,Meperidine hydrochl /100 MG,100 MG,$1.533,,,95,$0.560,,,
J2185,Meropenem,100 MG,$3.868,,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,$5.530,,,,,,,
J2248,"Micafungin sodium, inj",1 MG,$1.248,,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,$0.169,,,,,,,
J2260,Inj milrinone lactate / 5 MG,5 MG,$5.076,,,95,$51.580,,,
J2270,Morphine sulfate injection,10 MG,$1.729,,,95,$0.710,,,
J2271,Morphine so4 injection 100mg,100 MG,$2.948,,,95,$11.070,,,
J2275,Morphine sulfate injection,10 MG,$2.872,,,95,$4.390,,,revised 04/01/2009
J2278,Ziconotide injection,1 MCG,$6.495,,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,$2.760,,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,$1.016,,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,$3.083,,,,,,,
J2315,"Naltrexone, depot form inj",1 MG,$1.886,,,,,,,
J2320,Nandrolone decanoate 50 MG,50 MG,$3.754,,,,,,,
J2321,Nandrolone decanoate 100 MG,100 MG,$7.132,,,,,,,
J2322,Nandrolone decanoate 200 MG,200 MG,$15.017,,,,,,,
J2323,Natalizumab injection,1 MG,$7.687,,,,,,,
J2325,Nesiritide injection,0.1 MG,$34.570,,,,,,,
J2353,"Octreotide injection, depot",1 MG,$103.847,,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,$1.893,,,,,,,
J2355,Oprelvekin injection,5 MG,$246.655,,,,,,,
J2357,Omalizumab injection,5 MG,$18.134,,,,,,,
J2360,Orphenadrine injection,60 MG,$7.606,,,,,,,
J2370,Phenylephrine hcl injection,1 ML,$0.757,,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,$13.805,,,,,,,
J2405,Ondansetron hcl injection,1 MG,$0.190,,,,,,,
J2410,Oxymorphone hcl injection,1 MG,$2.384,,,,,,,
J2425,Palifermin injection,50 MCG,$11.394,,,,,,,
J2430,Pamidronate disodium /30 MG,30 MG,$29.240,,,,,,,
J2440,Papaverin hcl injection,60 MG,$0.702,,,,,,,
J2469,Palonosetron HCl,25 MCG,$16.448,,,,,,,
J2501,Paricalcitol,1 MCG,$3.709,,,,,,,
J2503,Pegaptanib sodium injection,0.3 MG,"$1,022.041",,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,$226.133,,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,"$2,196.574",,,,,,,revised 04/01/2009
J2510,Penicillin g procaine inj,600000 UNITS,$9.889,,,,,,,
J2515,Pentobarbital sodium inj,50 MG,$7.926,,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,$0.791,,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,$5.377,,,,,,,
J2545,Pentamidine isethionte/300mg,300 MG,$46.004,,,,,,,
J2550,Promethazine hcl injection,50 MG,$1.555,,,,,,,
J2560,Phenobarbital sodium inj,120 MG,$3.055,,,,,,,
J2590,Oxytocin injection,10 UNITS,$1.875,,,,,,,
J2597,Inj desmopressin acetate,1 MCG,$1.307,,,,,,,
J2650,Prednisolone acetate inj,1 ML,$0.173,,,,,,,
J2675,Inj progesterone per 50 MG,50 MG,$1.433,,,,,,,
J2680,Fluphenazine decanoate 25 MG,25 MG,$1.244,,,,,,,
J2690,Procainamide hcl injection,1 GM,$3.312,,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,$1.735,,,,,,,
J2710,Neostigmine methylslfte inj,0.5 MG,$0.090,,,,,,,
J2720,Inj protamine sulfate/10 MG,10 MG,$0.519,,,,,,,
J2724,Ceprotin inj,10 UNITS,$12.190,,,,,,,
J2730,Pralidoxime chloride inj,1 GM,$85.150,,,,,,,
J2760,Phentolaine mesylate inj,5 MG,$52.862,,,,,,,
J2765,Metoclopramide hcl injection,10 MG,$0.389,,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,$139.776,,,,,,,
J2778,Ranibizumab inj,0.1 mg,$405.639,,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,$0.839,,,,,,,
J2783,Rasburicase,0.5 MG,$155.260,,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG,$26.859,,,,,,,
J2790,Rho d immune globulin inj,300 MCG,$84.546,,,,,,,
J2791,Rhophylac injection,100 IU,$5.245,,,,,,,
J2792,"Rho(D) immune globulin h, sd",100 IU,$16.807,,,,,,,
J2794,"Risperidone, long acting",0.5 MG,$4.961,,,,,,,
J2795,Ropivacaine HCl injection,1 MG,$0.069,,,,,,,
J2800,Methocarbamol injection,10 ML,$23.748,,,,,,,revised 04/01/2009
J2805,Sincalide injection,5 MCG,$61.163,,,,,,,
J2810,Inj theophylline per 40 MG,40 MG,$0.028,,,,,,,
J2820,Sargramostim injection,50 MCG,$26.253,,,,,,,
J2850,Inj secretin synthetic human,1 MCG,$20.313,,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,$4.718,,,,,,,
J2920,Methylprednisolone injection,40 MG,$2.050,,,,,,,
J2930,Methylprednisolone injection,125 MG,$3.098,,,,,,,
J2941,Somatropin injection,1 MG,$50.782,,,,,,,
J2993,Reteplase injection,18.1 MG,$844.196,,,,,,,
J2997,Alteplase recombinant,1 MG,$32.884,,,,,,,
J3000,Streptomycin injection,1 GM,$7.497,,,,,,,
J3010,Fentanyl citrate injeciton,0.1 MG,$0.324,,,95,$0.700,,,
J3030,Sumatriptan succinate / 6 MG,6 MG,$72.575,,,,,,,
J3070,Pentazocine injection,30 MG,$6.384,,,,,,,
J3100,Tenecteplase injection,50 MG,"$1,966.554",,,,,,,
J3105,Terbutaline sulfate inj,1 MG,$2.305,,,,,,,
J3120,Testosterone enanthate inj,100 MG,$4.504,,,,,,,
J3130,Testosterone enanthate inj,200 MG,$8.292,,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,$7.509,,,,,,,revised 04/01/2009
J3240,Thyrotropin injection,0.9 MG,$979.795,,,,,,,
J3243,"Tigecycline, inj",1 MG,$1.095,,,,,,,
J3246,Tirofiban HCl,0.25 MG,$7.318,,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,$5.001,,,,,,,
J3260,Tobramycin sulfate injection,80 MG,$2.378,,,,,,,
J3265,Injection torsemide 10 mg/ml,10 MG,$2.191,,,,,,,
J3285,Treprostinil injection,1 MG,$57.028,,,,,,,
J3301,Triamcinolone acetonide inj,10 MG,$1.441,,,,,,,
J3302,Triamcinolone diacetate inj,5 MG,$0.280,,,,,,,
J3303,Triamcinolone hexacetonl inj,5 MG,$1.321,,,,,,,
J3315,Triptorelin pamoate,3.75 MG,$152.484,,,,,,,
J3355,"Urofollitropin, 75 iu",75 IU,$50.992,,,,,,,
J3360,Diazepam injection,5 MG,$1.010,,,,,,,
J3364,Urokinase 5000 IU injection,5000 IU,$9.155,,,,,,,
J3365,"Urokinase 250,000 IU inj",250000 IU,$457.729,,,,,,,
J3370,Vancomycin hcl injection,500 MG,$3.066,,,,,,,
J3396,Verteporfin injection,0.1 MG,$9.327,,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,$0.256,,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,$2.883,,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,$5.426,,,,,,,
J3420,Vitamin b12 injection,1000 MCG,$0.228,,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,$4.240,,,,,,,
J3465,"Injection, voriconazole",10 MG,$5.287,,,,,,,
J3470,Hyaluronidase injection,150 UNITS,$17.173,,,,,,,
J3471,"Ovine, up to 999 USP units",1 USP UNIT,$0.127,,,,,,,
J3472,"Ovine, 1000 USP units",1000 USP UNITS,$133.133,,,,,,,
J3473,"Hyaluronidase, recombinant, inj",1 USP UNIT,$0.480,,,,,,,
J3475,Inj magnesium sulfate,500 MG,$0.045,,,,,,,
J3480,Inj potassium chloride,2 MEQ,$0.014,,,,,,,
J3485,Zidovudine,10 MG,$1.164,,,,,,,
J3486,Ziprasidone mesylate,10 MG,$5.096,,,,,,,
J3487,Zoledronic acid,1 MG,$214.059,,,,,,,
J3488,Reclast injection,1 MG,$218.600,,,,,,,
J7030,Normal saline solution infus,1000 CC,$1.119,,,,,,,
J7040,Normal saline solution infus,500 ML,$0.560,,,,,,,
J7042,5% dextrose/normal saline,500 ML,$0.312,,,,,,,
J7050,Normal saline solution infus,250 CC,$0.280,,,,,,,
J7060,5% dextrose/water,500 ML,$1.155,,,,,,,
J7070,D5W infusion,1000 CC,$2.311,,,,,,,
J7100,Dextran 40 infusion,500 ML,$21.539,,,,,,,
J7110,Dextran 75 infusion,500 ML,$10.409,,,,,,,
J7120,Ringers lactate infusion,1000 CC,$0.929,,,,,,,
J7187,Inj Vonwillebrand factor IU,1 IU,$0.882,,,,,,,
J7189,Factor viia,1 MCG,$1.235,,,,,,,
J7190,Factor viii,1 IU,$0.830,,,,,,,
J7192,Factor viii recombinant,1 IU,$1.080,,,,,,,
J7193,Factor IX non-recombinant,1 IU,$0.895,,,,,,,
J7194,Factor ix complex,1 IU,$0.819,,,,,,,
J7195,Factor IX recombinant,1 IU,$1.065,,,,,,,
J7197,Antithrombin iii injection,1 IU,$2.204,,,,,,,
J7198,Anti-inhibitor,1 IU,$1.483,,,,,,,
J7308,Aminolevulinic acid hcl top,354 MG,$117.512,,,,,,,
J7310,Ganciclovir long act implant,4.5 MG,"$16,960.000",,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,"$19,345.000",,,,,,,
J7321,"Hyalgan or Supartz, inj",PER DOSE,$98.887,,,,,,,
J7322,"Synvisc, inj",PER DOSE,$184.772,,,,,,,
