Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective January 1, 2019 through March 31, 2019",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q18 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
A9581,Gadoxetate disodium inj,1 ML,14.749,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.389,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1088.196,,,,,,Added January 2019
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"
microCurie 100% AWP = $161.390
microCurie 100% WAC = $134.490
"
J0129,Abatacept injection,10 MG,51.614,,,,,,
J0130,Abciximab injection,10 MG,1429.071,,,,,,
J0132,Acetylcysteine injection,100 MG,1.446,,,,,,
J0133,Acyclovir injection,5 MG,0.048,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.731,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.739,,,,,,
J0178,Aflibercept injection,1 MG,963.537,,,,,,
J0180,Agalsidase beta injection,1 MG,178.166,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,2.109,,,,,,Added January 2019
J0202,"Injection, alemtuzumab",1 MG,1882.060,,,,,,
J0207,Amifostine,500 MG,979.745,,,,,,
J0221,Lumizyme injection,10 MG,166.200,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.550,,,,,,
J0257,Glassia injection,10 MG,4.696,,,,,,
J0278,Amikacin sulfate injection,100 MG,1.177,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,7.018,,,,,,
J0285,Amphotericin b,50 MG,31.668,,,,,,
J0287,Amphotericin b lipid complex,10 MG,8.071,,,,,,
J0289,Amphotericin b liposome inj,10 MG,22.193,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,1.002,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.616,,,,,,
J0348,Anidulafungin injection,1 MG,0.555,,,,,,
J0360,Hydralazine hcl injection,20 MG,2.579,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.471,,,,,,
J0456,Azithromycin,500 MG,2.762,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.072,,,,,,
J0470,Dimecaprol injection,100 MG,54.421,,,,,,
J0475,Baclofen 10 mg injection,10 MG,169.748,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,44.354,,,,,,
J0480,Basiliximab,20 MG,3677.611,,,,,,
J0485,Belatacept injection,1 MG,3.792,,,,,,
J0490,Belimumab injection,10 MG,44.161,,,,,,
J0500,Dicyclomine injection,20 MG,69.650,,,,,,
J0515,Inj benztropine mesylate,1 MG,18.665,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,167.040,,,,,,Added January 2019
J0558,Peng benzathine/procaine inj,"100,000 UNITS",10.964,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",13.853,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,40.093,,,,,,Added January 2019
J0570,Buprenorphine implant 74.2mg,74.2 MG,1269.907,,,,,,
J0583,Bivalirudin,1 MG,0.799,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.137,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.533,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,12.002,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.080,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.150,,,,,,
J0594,Busulfan injection,1 MG,10.821,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.624,,,,,,
J0596,"Injection, ruconest",10 UNITS,27.463,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,48.918,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,54.023,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5594.422,,,,,,
J0610,Calcium gluconate injection,10 ML,4.358,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2651.097,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.454,,,,,,
J0637,Caspofungin acetate,5 MG,10.023,,,,,,
J0638,Canakinumab injection,1 MG,110.989,,,,,,
J0640,Leucovorin calcium injection,50 MG,3.346,,,,,,
J0641,Levoleucovorin injection,0.5 MG,0.122,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,2.481,,,,,,AMP-based payment limit
J0690,Cefazolin sodium injection,500 MG,0.827,,,,,,
J0692,Cefepime hcl for injection,500 MG,2.467,,,,,,
J0694,Cefoxitin sodium injection,1 GM,3.539,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),5.426,,,,,,Added January 2019
J0696,Ceftriaxone sodium injection,250 MG,0.646,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.092,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.894,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,2.907,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,2.101,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,7.889,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,39.341,,,,,,
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.600,,,,,,
J0735,Clonidine hydrochloride,1 MG,13.431,,,,,,
J0740,Cidofovir injection,375 MG,522.744,,,,,,
J0743,Cilastatin sodium injection,250 MG,6.950,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.454,,,,,,
J0770,Colistimethate sodium inj,150 MG,15.301,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,45.063,,,,,,
J0780,Prochlorperazine injection,10 MG,10.061,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,8.928,,,,,,
J0800,Corticotropin injection,40 UNITS,3976.019,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,43.011,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,3291.265,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1129.154,,,,,,
J0875,"Injection, dalbavancin",5 MG,13.553,,,,,,
J0878,Daptomycin injection,1 MG,0.414,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.832,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.832,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,11.951,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.715,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.715,,,,,,
J0894,Decitabine injection,1 MG,12.631,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,9.615,,,,,,
J0897,Denosumab injection,1 MG,18.611,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,21.942,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,4.010,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.600,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,12.863,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.561,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.027,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.108,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,69.096,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,14.180,,,,,,
J1160,Digoxin injection,0.5 MG,4.869,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3687.740,,,,,,
J1165,Phenytoin sodium injection,50 MG,1.043,,,,,,
J1170,Hydromorphone injection,4 MG,2.708,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,220.967,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.541,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,73.200,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,541.606,,,,,,
J1230,Methadone injection,10 MG,18.290,,,,,,
J1240,Dimenhydrinate injection,50 MG,6.854,,,,,,
J1245,Dipyridamole injection,10 MG,1.674,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,7.319,,,,,,
J1265,Dopamine injection,40 MG,0.816,,,,,,
J1267,Doripenem injection,10 MG,0.885,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.466,,,,,,
J1290,Ecallantide injection,1 MG,478.642,,,,,,
J1300,Eculizumab injection,10 MG,230.479,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.155,,,,,,
J1335,Ertapenem injection,500 MG,53.610,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,78.867,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,12.466,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,308.907,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.084,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,1.004,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.582,,,,,,
J1450,Fluconazole,200 MG,5.571,,,,,,
J1453,Fosaprepitant injection,1 MG,2.104,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,529.523,,,,,,Added January 2019
J1458,Galsulfase injection,1 MG,390.464,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,40.318,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,39.972,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,13.605,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.516,,,,,,
J1557,Gammaplex injection,500 MG,45.890,,,,,,
J1559,Hizentra injection,100 MG,10.112,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,399.717,,,,,,
J1561,Gamunex-c/gammaked,500 MG,40.114,,,,,,
J1566,"Immune globulin, powder",500 MG,43.110,,,,,,
J1568,Octagam injection,500 MG,35.471,,,,,,
J1569,Gammagard liquid injection,500 MG,42.227,,,,,,
J1570,Ganciclovir sodium injection,500 MG,56.252,,,,,,
J1571,Hepagam b im injection,0.5 ML,64.336,,,,,,
J1572,Flebogamma injection,500 MG,34.397,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.178,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.693,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,23.332,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,219.916,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.440,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,3.190,,,,,,
J1630,Haloperidol injection,5 MG,1.090,,,,,,
J1631,Haloperidol decanoate inj,50 MG,17.348,,,,,,
J1640,"Hemin, 1 mg",1 MG,22.978,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.176,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.201,,,,,,
J1645,Dalteparin sodium,2500 IU,13.941,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.767,,,,,,
J1652,Fondaparinux sodium,0.5 MG,2.065,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,418.609,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,12.993,,,,,,
J1740,Ibandronate sodium injection,1 MG,55.441,,,,,,
J1742,Ibutilide fumarate injection,1 MG,235.477,,,,,,
J1743,Idursulfase injection,1 MG,542.917,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,76.649,,,,,,
J1750,Inj iron dextran,50 MG,13.623,,,,,,
J1756,Iron sucrose injection,1 MG,0.235,,,,,,
J1786,Imuglucerase injection,10 UNITS,42.121,,,,,,
J1800,Propranolol injection,1 MG,3.661,,,,,,
J1815,Insulin injection,5 UNITS,0.890,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.947,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.514,,,,,,
J1930,Lanreotide injection,1 MG,58.771,,,,,,
J1931,Laronidase injection,0.1 MG,31.217,,,,,,
J1940,Furosemide injection,20 MG,0.831,,,,,,
J1942,Aripiprazole lauroxil 1mg,1 MG,2.567,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1188.987,,,,,,
J1953,Levetiracetam injection,10 MG,0.139,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,20.557,,,,,,
J1956,Levofloxacin injection,250 MG,1.474,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,30.289,,,,,,
J2001,Lidocaine injection,10 MG,0.051,,,,,,
J2010,Lincomycin injection,300 MG,13.460,,,,,,
J2020,Linezolid injection,200 MG,8.511,,,,,,
J2060,Lorazepam injection,2 MG,0.732,,,,,,
J2150,Mannitol injection,50 ML,3.803,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,4.053,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,29.502,,,,,,
J2185,Meropenem,100 MG,1.026,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,15.774,,,,,,
J2248,Micafungin sodium injection,1 MG,1.035,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.125,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.403,,,,,,
J2270,Morphine sulfate injection,10 MG,2.774,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,16.416,,,,,,
J2278,Ziconotide injection,1 MCG,7.729,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.110,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.933,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,17.722,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.248,,,,,,
J2323,Natalizumab injection,1 MG,19.731,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.371,,,,,,
J2353,"Octreotide injection, depot",1 MG,197.883,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.907,,,,,,
J2357,Omalizumab injection,5 MG,37.049,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,5.939,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,28.778,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.170,,,,,,
J2407,"Injection, oritavancin",10 MG,23.657,,,,,,
J2425,Palifermin injection,50 MCG,20.220,,,,,,
J2426,Paliperidone palmitate inj,1 MG,10.942,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,11.913,,,,,,
J2469,Palonosetron hcl,25 MCG,14.946,,,,,,
J2501,Paricalcitol,1 MCG,0.639,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,716.484,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,367.961,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,4681.806,,,,,,
J2507,Pegloticase injection,1 MG,2361.045,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.295,,,,,,
J2515,Pentobarbital sodium inj,50 MG,48.290,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.029,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.942,,,,,,
J2545,Pentamidine non-comp unit,300 MG,109.689,,,,,,
J2550,Promethazine hcl injection,50 MG,2.054,,,,,,
J2560,Phenobarbital sodium inj,120 MG,39.200,,,,,,
J2562,Plerixafor injection,1 MG,330.475,,,,,,
J2597,Inj desmopressin acetate,1 MCG,12.460,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.848,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,15.445,,,,,,
J2690,Procainamide hcl injection,1 GM,77.302,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.927,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.115,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.007,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.133,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.921,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,417.761,,,,,,
J2778,Ranibizumab injection,0.1 mg,363.979,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,5.063,,,,,,
J2783,Rasburicase,0.5 MG,279.818,,,,,,
J2785,Regadenoson injection,0.1 MG,57.714,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.338,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),28.622,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),82.200,,,,,,
J2791,Rhophylac injection,100 IU,4.829,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,27.779,,,,,,
J2794,"Risperidone, long acting",0.5 MG,9.410,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.092,,,,,,
J2796,Romiplostim injection,10 MCG,71.605,,,,,,
J2800,Methocarbamol injection,10 ML,19.182,,,,,,
J2805,Sincalide injection,5 MCG,104.965,,,,,,
J2810,Inj theophylline per 40 mg,40 MG,0.327,,,,,,
J2820,Sargramostim injection,50 MCG,38.961,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.944,,,,,,
J2920,Methylprednisolone injection,40 MG,4.872,,,,,,
J2930,Methylprednisolone injection,125 MG,6.928,,,,,,
J2997,Alteplase recombinant,1 MG,87.749,,,,,,
J3000,Streptomycin injection,1 GM,6.385,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.829,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.335,,,,,,
J3070,Pentazocine injection,30 MG,108.385,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.423,,,,,,
J3095,Telavancin injection,10 MG,5.554,,,,,,
J3101,Tenecteplase injection,1 MG,121.813,,,,,,
J3105,Terbutaline sulfate inj,1 MG,2.684,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.052,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.361,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,30.336,,,,,,
J3240,Thyrotropin injection,0.9 MG,1653.589,,,,,,
J3243,Tigecycline injection,1 MG,1.874,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,32.773,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.917,,,,,,
J3262,Tocilizumab injection,1 MG,4.930,,,,,,
J3285,Treprostinil injection,1 MG,66.125,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.855,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.699,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.881,,,,,,Added January 2019
J3315,Triptorelin pamoate,3.75 MG,244.495,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,184.046,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.190,,,,,,
J3360,Diazepam injection,5 MG,6.878,,,,,,
J3370,Vancomycin hcl injection,500 MG,4.235,,,,,,
J3380,"Injection, vedolizumab",1 MG,20.040,,,,,,
J3385,Velaglucerase alfa,100 UNITS,345.622,,,,,,
J3396,Verteporfin injection,0.1 MG,10.982,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,6.359,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,3.019,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.162,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.742,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,4.232,,,,,,
J3465,"Injection, voriconazole",10 MG,1.776,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.409,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.358,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.555,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.143,,,,,,
J3485,Zidovudine,10 MG,1.513,,,,,,
J3486,Ziprasidone mesylate,10 MG,18.098,,,,,,AMP-based payment limit
J3489,Zoledronic acid 1mg,1 MG,12.745,,,,,,
J7030,Normal saline solution infus,1000 ML,2.520,,,,,,
J7040,Normal saline solution infus,500 ML,1.260,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.001,,,,,,
J7050,Normal saline solution infus,250 ML,0.630,,,,,,
J7060,5% dextrose/water,500 ML,2.475,,,,,,
J7070,D5w infusion,1000 CC,4.559,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.451,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,48.598,,,,,1,Added January 2019
J7180,Factor xiii anti-hem factor,1 IU,8.213,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.331,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.024,,,,,1,
J7185,Xyntha inj,1 IU,1.218,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,0.997,,,,,1,
J7187,"Humate-p, inj",1 IU,1.129,,,,,1,
J7189,Factor viia,1 MCG,2.080,,,,,1,
J7190,Factor viii,1 IU,1.080,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.301,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.142,,,,,1,
J7194,Factor ix complex,1 IU,1.426,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.503,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.497,,,,,,
J7198,Anti-inhibitor,1 IU,1.998,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.309,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.002,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.312,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.012,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.691,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,404.591,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20142.370,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.095,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.661,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.927,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,79.912,,,,,,
J7323,Euflexxa inj per dose,per dose,141.025,,,,,,
J7324,Orthovisc inj per dose,per dose,146.910,,,,,,
J7325,Synvisc or synvisc-one,1 MG,11.863,,,,,,
J7327,Monovisc inj per dose,Per Dose,791.241,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.146,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.371,,,,,,Added January 2019
J7500,Azathioprine oral 50mg,50 MG,0.886,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.449,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.287,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2066.117,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.581,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.469,,,,,,
J7509,Methylprednisolone oral,4 MG,0.369,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.056,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,731.324,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.018,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.720,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,48.893,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,1.020,,,,,,Updated July 2019
J7518,Mycophenolic acid,180 MG,3.367,,,,,,Updated January 2020
J7520,"Sirolimus, oral",1 MG,7.226,,,,,,AMP-based payment limit
J7525,Tacrolimus injection,5 MG,206.014,,,,,,
