Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective April 1, 2019 through June 30, 2019",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q18 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J0558,Peng benzathine/procaine inj,"100,000 UNITS",11.013,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",13.870,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,40.004,,,,,,
J0570,Buprenorphine implant 74.2mg,74.2 MG,1263.188,,,,,,
J0583,Bivalirudin,1 MG,0.700,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.119,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.407,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,11.973,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.086,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.218,,,,,,
J0594,Busulfan injection,1 MG,6.821,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.508,,,,,,
J0596,"Injection, ruconest",10 UNITS,27.342,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,48.944,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,54.966,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5594.422,,,,,,
J0610,Calcium gluconate injection,10 ML,3.216,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2657.542,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.524,,,,,,
J0637,Caspofungin acetate,5 MG,10.440,,,,,,
J0638,Canakinumab injection,1 MG,111.015,,,,,,
J0640,Leucovorin calcium injection,50 MG,3.315,,,,,,
J0641,Levoleucovorin injection,0.5 MG,0.225,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,1.759,,,,,,AMP-based payment limit
J0690,Cefazolin sodium injection,500 MG,0.905,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.830,,,,,,
J0694,Cefoxitin sodium injection,1 GM,4.501,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),5.412,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.625,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.144,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.807,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,2.917,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.961,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,7.872,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,39.539,,,,,,
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.206,,,,,,
J0735,Clonidine hydrochloride,1 MG,15.438,,,,,,
J0740,Cidofovir injection,375 MG,579.906,,,,,,
J0743,Cilastatin sodium injection,250 MG,6.288,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.355,,,,,,
J0770,Colistimethate sodium inj,150 MG,13.470,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,46.955,,,,,,
J0780,Prochlorperazine injection,10 MG,9.896,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,9.057,,,,,,
J0800,Corticotropin injection,40 UNITS,3977.620,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,41.164,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,3322.069,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1129.154,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.499,,,,,,
J0878,Daptomycin injection,1 MG,0.367,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.967,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.967,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,11.734,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.769,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.769,,,,,,
J0894,Decitabine injection,1 MG,8.754,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,8.174,,,,,,
J0897,Denosumab injection,1 MG,18.690,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,21.962,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.895,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.462,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,12.489,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.562,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.031,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.097,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,58.590,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,13.756,,,,,,
J1160,Digoxin injection,0.5 MG,5.751,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3779.988,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.648,,,,,,
J1170,Hydromorphone injection,4 MG,3.226,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,211.494,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.660,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,64.457,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,550.533,,,,,,
J1230,Methadone injection,10 MG,18.737,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.777,,,,,,
J1245,Dipyridamole injection,10 MG,2.194,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,8.864,,,,,,
J1265,Dopamine injection,40 MG,0.884,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.296,,,,,,
J1290,Ecallantide injection,1 MG,480.203,,,,,,
J1300,Eculizumab injection,10 MG,230.479,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,19.522,,,,,,Add April 2019
J1322,"Elosulfase alfa, injection",1 MG,236.834,,,,,,Add April 2019
J1325,Epoprostenol injection,0.5 MG,16.139,,,,,,
J1335,Ertapenem injection,500 MG,48.485,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,78.867,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,12.198,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,309.209,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.072,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.996,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.567,,,,,,
J1450,Fluconazole,200 MG,4.155,,,,,,
J1453,Fosaprepitant injection,1 MG,2.052,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,528.697,,,,,,
J1458,Galsulfase injection,1 MG,390.309,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,40.718,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,39.206,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,13.169,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.516,,,,,,
J1557,Gammaplex injection,500 MG,44.201,,,,,,
J1559,Hizentra injection,100 MG,10.194,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,392.061,,,,,,
J1561,Gamunex-c/gammaked,500 MG,38.748,,,,,,
J1566,"Immune globulin, powder",500 MG,59.808,,,,,,
J1568,Octagam injection,500 MG,32.469,,,,,,
J1569,Gammagard liquid injection,500 MG,42.154,,,,,,
J1570,Ganciclovir sodium injection,500 MG,50.491,,,,,,AMP-based payment limit
J1571,Hepagam b im injection,0.5 ML,64.610,,,,,,
J1572,Flebogamma injection,500 MG,36.425,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.109,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.735,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,22.491,,,,,,Updated January 2020
J1610,Glucagon hydrochloride/1 mg,1 MG,207.127,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.348,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,2.804,,,,,,
J1630,Haloperidol injection,5 MG,1.039,,,,,,
J1631,Haloperidol decanoate inj,50 MG,16.578,,,,,,
J1640,"Hemin, 1 mg",1 MG,23.028,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.025,,,,,,Updated April 2020
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.194,,,,,,
J1645,Dalteparin sodium,2500 IU,13.410,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.870,,,,,,
J1652,Fondaparinux sodium,0.5 MG,2.143,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,408.430,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,13.043,,,,,,
J1740,Ibandronate sodium injection,1 MG,44.451,,,,,,AMP-based payment limit
J1742,Ibutilide fumarate injection,1 MG,131.540,,,,,,
J1743,Idursulfase injection,1 MG,542.980,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,71.760,,,,,,Updated January 2020
J1750,Inj iron dextran,50 MG,13.643,,,,,,
J1756,Iron sucrose injection,1 MG,0.230,,,,,,
J1786,Imuglucerase injection,10 UNITS,42.098,,,,,,
J1800,Propranolol injection,1 MG,3.516,,,,,,
J1815,Insulin injection,5 UNITS,0.914,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,11.080,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.457,,,,,,
J1930,Lanreotide injection,1 MG,58.736,,,,,,
J1931,Laronidase injection,0.1 MG,31.221,,,,,,
J1940,Furosemide injection,20 MG,0.804,,,,,,
J1942,Aripiprazole lauroxil 1mg,1 MG,2.580,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1190.199,,,,,,
J1953,Levetiracetam injection,10 MG,0.118,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,19.993,,,,,,
J1956,Levofloxacin injection,250 MG,1.214,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,30.333,,,,,,
J2001,Lidocaine injection,10 MG,0.029,,,,,,
J2010,Lincomycin injection,300 MG,12.337,,,,,,
J2020,Linezolid injection,200 MG,9.051,,,,,,
J2060,Lorazepam injection,2 MG,0.730,,,,,,
J2150,Mannitol injection,50 ML,3.488,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,4.782,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,29.413,,,,,,
J2185,Meropenem,100 MG,1.050,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,16.903,,,,,,
J2248,Micafungin sodium injection,1 MG,1.046,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.129,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.441,,,,,,
J2270,Morphine sulfate injection,10 MG,2.574,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,7.591,,,,,,
J2278,Ziconotide injection,1 MCG,7.720,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.192,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,2.747,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,14.633,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.234,,,,,,
J2323,Natalizumab injection,1 MG,19.694,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.406,,,,,,
J2353,"Octreotide injection, depot",1 MG,197.909,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.875,,,,,,
J2357,Omalizumab injection,5 MG,37.015,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,5.337,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,27.604,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.114,,,,,,
J2407,"Injection, oritavancin",10 MG,23.906,,,,,,
J2425,Palifermin injection,50 MCG,20.220,,,,,,
J2426,Paliperidone palmitate inj,1 MG,10.870,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,16.177,,,,,,
J2469,Palonosetron hcl,25 MCG,11.725,,,,,,
J2501,Paricalcitol,1 MCG,0.752,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,713.500,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,367.961,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,4655.476,,,,,,
J2507,Pegloticase injection,1 MG,2403.302,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.791,,,,,,
J2515,Pentobarbital sodium inj,50 MG,44.398,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.033,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.962,,,,,,
J2545,Pentamidine non-comp unit,300 MG,92.729,,,,,,
J2550,Promethazine hcl injection,50 MG,2.106,,,,,,
J2560,Phenobarbital sodium inj,120 MG,39.418,,,,,,
J2562,Plerixafor injection,1 MG,330.524,,,,,,
J2597,Inj desmopressin acetate,1 MCG,12.352,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.784,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,12.430,,,,,,
J2690,Procainamide hcl injection,1 GM,82.220,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.596,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.106,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.128,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.124,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.245,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,417.001,,,,,,
J2778,Ranibizumab injection,0.1 mg,364.147,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,4.783,,,,,,
J2783,Rasburicase,0.5 MG,279.162,,,,,,
J2785,Regadenoson injection,0.1 MG,57.729,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.464,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),25.817,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),78.225,,,,,,
J2791,Rhophylac injection,100 IU,4.800,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,28.612,,,,,,
J2794,"Risperidone, long acting",0.5 MG,9.391,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.082,,,,,,
J2796,Romiplostim injection,10 MCG,71.749,,,,,,
J2800,Methocarbamol injection,10 ML,15.650,,,,,,
J2805,Sincalide injection,5 MCG,103.968,,,,,,
J2810,Inj theophylline per 40 mg,40 MG,0.371,,,,,,
J2820,Sargramostim injection,50 MCG,39.672,,,,,,
J2860,"Injection, siltuximab",10 MG,95.628,,,,,,Add April 2019
J2916,Na ferric gluconate complex,12.5 MG,1.901,,,,,,
J2920,Methylprednisolone injection,40 MG,4.464,,,,,,
J2930,Methylprednisolone injection,125 MG,6.361,,,,,,
J2997,Alteplase recombinant,1 MG,87.682,,,,,,
J3000,Streptomycin injection,1 GM,30.683,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.767,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.364,,,,,,
J3070,Pentazocine injection,30 MG,108.385,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.423,,,,,,
J3095,Telavancin injection,10 MG,5.982,,,,,,
J3101,Tenecteplase injection,1 MG,121.777,,,,,,
J3105,Terbutaline sulfate inj,1 MG,3.180,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.049,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.416,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,29.194,,,,,,
J3240,Thyrotropin injection,0.9 MG,1652.120,,,,,,
J3243,Tigecycline injection,1 MG,1.779,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,135.866,,,,,,Add April 2019
J3250,Trimethobenzamide hcl inj,200 MG,33.581,,,,,,
J3260,Tobramycin sulfate injection,80 MG,3.697,,,,,,
J3262,Tocilizumab injection,1 MG,4.929,,,,,,
J3285,Treprostinil injection,1 MG,66.117,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.852,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.600,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.881,,,,,,
J3315,Triptorelin pamoate,3.75 MG,240.681,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,180.319,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.024,,,,,,
J3360,Diazepam injection,5 MG,6.851,,,,,,
J3370,Vancomycin hcl injection,500 MG,4.768,,,,,,
J3380,"Injection, vedolizumab",1 MG,19.743,,,,,,
J3385,Velaglucerase alfa,100 UNITS,345.506,,,,,,
J3396,Verteporfin injection,0.1 MG,10.960,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,7.301,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.757,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,9.649,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.826,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,4.200,,,,,,
J3465,"Injection, voriconazole",10 MG,1.831,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.408,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.358,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.637,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.184,,,,,,
J3485,Zidovudine,10 MG,1.513,,,,,,
J3486,Ziprasidone mesylate,10 MG,17.888,,,,,,AMP-based payment limit
J3489,Zoledronic acid 1mg,1 MG,10.553,,,,,,
J7030,Normal saline solution infus,1000 ML,2.496,,,,,,
J7040,Normal saline solution infus,500 ML,1.248,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.951,,,,,,
J7050,Normal saline solution infus,250 ML,0.624,,,,,,
J7060,5% dextrose/water,500 ML,2.169,,,,,,
J7070,D5w infusion,1000 CC,4.226,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.427,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,48.080,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,7.174,,,,,1,Add April 2019
J7178,Inj human fibrinogen con nos,1 IU,1.197,,,,,1,Add April 2019
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.929,,,,,1,Add April 2019
J7180,Factor xiii anti-hem factor,1 IU,8.472,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.299,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,0.982,,,,,1,
J7185,Xyntha inj,1 IU,1.243,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.031,,,,,1,
J7187,"Humate-p, inj",1 IU,1.159,,,,,1,
J7189,Factor viia,1 MCG,2.071,,,,,1,
J7190,Factor viii,1 IU,1.036,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.283,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.145,,,,,1,
J7194,Factor ix complex,1 IU,1.436,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.500,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.404,,,,,,
J7198,Anti-inhibitor,1 IU,1.924,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.332,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.004,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.297,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.015,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.626,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.245,,,,,1,Add April 2019
J7308,Aminolevulinic acid hcl top,354 MG,396.078,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20131.152,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.147,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.813,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1042.281,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,83.643,,,,,,
J7323,Euflexxa inj per dose,per dose,145.295,,,,,,
J7325,Synvisc or synvisc-one,1 MG,11.324,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.144,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,212.175,,,,,,Add April 2019
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.441,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.932,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.342,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.289,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2071.798,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.478,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.469,,,,,,
J7509,Methylprednisolone oral,4 MG,0.801,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.063,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,739.751,,,,,,
