Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective October 1, 2019 through December 31, 2019",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q19 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
A9589,Insti hexaminolevulinate hcl,100 MG,1139.500,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"
microCurie 100% AWP = $164.380
microCurie 100% WAC = $136.980
"
J0129,Abatacept injection,10 MG,54.318,,,,,,
J0130,Abciximab injection,10 MG,1429.071,,,,,,
J0132,Acetylcysteine injection,100 MG,1.038,,,,,,
J0133,Acyclovir injection,5 MG,0.044,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.702,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.832,,,,,,
J0178,Aflibercept injection,1 MG,952.473,,,,,,
J0180,Agalsidase beta injection,1 MG,183.430,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,2.213,,,,,,Updated July 2020
J0202,"Injection, alemtuzumab",1 MG,1917.042,,,,,,
J0207,Amifostine,500 MG,1003.594,,,,,,
J0221,Lumizyme injection,10 MG,171.046,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.550,,,,,,
J0257,Glassia injection,10 MG,4.823,,,,,,
J0278,Amikacin sulfate injection,100 MG,1.114,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,10.881,,,,,,
J0285,Amphotericin b,50 MG,40.280,,,,,,
J0287,Amphotericin b lipid complex,10 MG,6.184,,,,,,AMP-based payment limit
J0289,Amphotericin b liposome inj,10 MG,26.087,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.999,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.063,,,,,,
J0348,Anidulafungin injection,1 MG,0.550,,,,,,
J0360,Hydralazine hcl injection,20 MG,4.213,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.704,,,,,,
J0456,Azithromycin,500 MG,3.049,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.065,,,,,,
J0470,Dimecaprol injection,100 MG,55.289,,,,,,
J0475,Baclofen 10 mg injection,10 MG,169.513,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,50.046,,,,,,
J0480,Basiliximab,20 MG,3799.932,,,,,,
J0485,Belatacept injection,1 MG,3.776,,,,,,
J0490,Belimumab injection,10 MG,44.824,,,,,,
J0500,Dicyclomine injection,20 MG,57.583,,,,,,
J0515,Inj benztropine mesylate,1 MG,17.739,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,168.502,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",10.887,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",13.820,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.829,,,,,,
J0570,Buprenorphine implant 74.2mg,74.2 MG,1303.529,,,,,,
J0583,Bivalirudin,1 MG,0.619,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,353.210,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.123,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.432,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,11.987,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.054,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.557,,,,,,
J0594,Busulfan injection,1 MG,4.579,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.707,,,,,,
J0596,"Injection, ruconest",10 UNITS,28.219,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,51.305,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,57.031,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5594.422,,,,,,
J0610,Calcium gluconate injection,10 ML,2.698,,,,,,AMP-based payment limit
J0630,Calcitonin salmon injection,400 UNITS,2661.047,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.606,,,,,,
J0637,Caspofungin acetate,5 MG,6.853,,,,,,
J0638,Canakinumab injection,1 MG,111.013,,,,,,
J0640,Leucovorin calcium injection,50 MG,3.018,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.396,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,2.040,,,,,,Added October 2019
J0670,Inj mepivacaine hcl/10 ml,10 ML,2.447,,,,,,AMP-based payment limit
J0690,Cefazolin sodium injection,500 MG,0.769,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.907,,,,,,
J0694,Cefoxitin sodium injection,1 GM,5.225,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),5.602,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.537,,,,,,
J0697,Sterile cefuroxime injection,750 MG,2.030,,,,,,
J0698,Cefotaxime sodium injection,1 GM,2.332,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.956,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.190,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.998,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,92.052,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,8.023,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,38.541,,,,,,
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.619,,,,,,
J0735,Clonidine hydrochloride,1 MG,13.705,,,,,,
J0740,Cidofovir injection,375 MG,623.268,,,,,,
J0743,Cilastatin sodium injection,250 MG,6.138,,,,,,
J0744,Ciprofloxacin iv,200 MG,1.235,,,,,,
J0770,Colistimethate sodium inj,150 MG,19.201,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,48.760,,,,,,
J0780,Prochlorperazine injection,10 MG,9.692,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,9.040,,,,,,
J0800,Corticotropin injection,40 UNITS,3946.500,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,39.822,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,3285.188,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1264.421,,,,,,Added October 2019
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1129.154,,,,,,
J0875,"Injection, dalbavancin",5 MG,14.945,,,,,,
J0878,Daptomycin injection,1 MG,0.330,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.852,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.852,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,11.031,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.802,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.802,,,,,,
J0894,Decitabine injection,1 MG,7.485,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,8.522,,,,,,
J0897,Denosumab injection,1 MG,19.276,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,21.893,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.697,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,6.245,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,11.934,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.562,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.024,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.142,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,57.656,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,17.189,,,,,,
J1160,Digoxin injection,0.5 MG,5.423,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3780.193,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.847,,,,,,
J1170,Hydromorphone injection,4 MG,2.684,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,194.341,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.908,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,49.652,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,586.511,,,,,,
J1230,Methadone injection,10 MG,16.542,,,,,,
J1240,Dimenhydrinate injection,50 MG,6.734,,,,,,
J1245,Dipyridamole injection,10 MG,0.075,,,,,,AMP-based payment limit
J1250,Inj dobutamine hcl/250 mg,250 MG,6.994,,,,,,
J1265,Dopamine injection,40 MG,0.756,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.318,,,,,,
J1290,Ecallantide injection,1 MG,493.743,,,,,,
J1300,Eculizumab injection,10 MG,230.479,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,19.485,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,226.275,,,,,,Added October 2019
J1322,"Elosulfase alfa, injection",1 MG,241.453,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.188,,,,,,
J1335,Ertapenem injection,500 MG,43.470,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,75.764,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.745,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,308.930,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.097,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.964,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.566,,,,,,
J1450,Fluconazole,200 MG,4.714,,,,,,
J1453,Fosaprepitant injection,1 MG,1.969,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,416.867,,,,,,
J1458,Galsulfase injection,1 MG,397.922,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,40.122,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,39.909,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,13.787,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.517,,,,,,
J1557,Gammaplex injection,500 MG,45.824,,,,,,
J1559,Hizentra injection,100 MG,10.437,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,399.090,,,,,,
J1561,Gamunex-c/gammaked,500 MG,38.947,,,,,,Updated April 2020
J1566,"Immune globulin, powder",500 MG,61.203,,,,,,
J1568,Octagam injection,500 MG,35.683,,,,,,
J1569,Gammagard liquid injection,500 MG,37.468,,,,,,
J1570,Ganciclovir sodium injection,500 MG,48.414,,,,,,
J1571,Hepagam b im injection,0.5 ML,60.057,,,,,,
J1572,Flebogamma injection,500 MG,35.475,,,,,,Updated April 2020
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.556,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.910,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,21.580,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,199.272,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.397,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,2.744,,,,,,
J1630,Haloperidol injection,5 MG,0.970,,,,,,
J1631,Haloperidol decanoate inj,50 MG,16.483,,,,,,
J1640,"Hemin, 1 mg",1 MG,23.719,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.019,,,,,,Updated April 2020
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.205,,,,,,
J1645,Dalteparin sodium,2500 IU,12.577,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.825,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.725,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,432.663,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,12.901,,,,,,
J1740,Ibandronate sodium injection,1 MG,43.480,,,,,,
J1742,Ibutilide fumarate injection,1 MG,278.770,,,,,,
J1743,Idursulfase injection,1 MG,542.887,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,63.285,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,60.155,,,,,,Added October 2019
J1750,Inj iron dextran,50 MG,14.407,,,,,,
J1756,Iron sucrose injection,1 MG,0.234,,,,,,
J1786,Imuglucerase injection,10 UNITS,42.937,,,,,,
J1800,Propranolol injection,1 MG,8.480,,,,,,
J1815,Insulin injection,5 UNITS,0.881,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.777,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.500,,,,,,
J1930,Lanreotide injection,1 MG,62.324,,,,,,
J1931,Laronidase injection,0.1 MG,32.136,,,,,,
J1940,Furosemide injection,20 MG,0.692,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.856,,,,,,Added October 2019
J1944,Aripiprazole lauroxil 1mg,1 MG,2.778,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1269.227,,,,,,
J1953,Levetiracetam injection,10 MG,0.112,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,19.402,,,,,,
J1956,Levofloxacin injection,250 MG,0.217,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,29.471,,,,,,
J2001,Lidocaine injection,10 MG,0.031,,,,,,
J2010,Lincomycin injection,300 MG,11.184,,,,,,
J2020,Linezolid injection,200 MG,6.300,,,,,,
J2060,Lorazepam injection,2 MG,0.656,,,,,,
J2150,Mannitol injection,50 ML,2.618,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.072,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,29.720,,,,,,
J2185,Meropenem,100 MG,0.900,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,17.391,,,,,,
J2248,Micafungin sodium injection,1 MG,1.043,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.120,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.782,,,,,,
J2270,Morphine sulfate injection,10 MG,4.396,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,14.992,,,,,,
J2278,Ziconotide injection,1 MCG,7.914,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.787,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.170,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,15.281,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.247,,,,,,
J2323,Natalizumab injection,1 MG,20.242,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.417,,,,,,
J2353,"Octreotide injection, depot",1 MG,206.565,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.780,,,,,,
J2357,Omalizumab injection,5 MG,36.778,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,6.442,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,23.318,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.109,,,,,,
J2407,"Injection, oritavancin",10 MG,23.780,,,,,,
J2425,Palifermin injection,50 MCG,21.275,,,,,,
J2426,Paliperidone palmitate inj,1 MG,11.630,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,12.062,,,,,,
J2469,Palonosetron hcl,25 MCG,7.933,,,,,,
J2501,Paricalcitol,1 MCG,0.792,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,722.049,,,,,,
J2504,"Pegademase bovine, 25 iu",25 IU,367.961,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,4429.626,,,,,,Updated April 2020
J2507,Pegloticase injection,1 MG,2512.548,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.968,,,,,,
J2515,Pentobarbital sodium inj,50 MG,37.015,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.017,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.827,,,,,,
J2545,Pentamidine non-comp unit,300 MG,105.269,,,,,,
J2550,Promethazine hcl injection,50 MG,2.022,,,,,,
J2560,Phenobarbital sodium inj,120 MG,42.038,,,,,,
J2562,Plerixafor injection,1 MG,347.712,,,,,,
J2597,Inj desmopressin acetate,1 MCG,12.143,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,2.213,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,10.946,,,,,,
J2690,Procainamide hcl injection,1 GM,77.493,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.370,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.106,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.086,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.097,,,,,,
J2760,Phentolaine mesylate inj,5 MG,377.567,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.542,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,417.490,,,,,,
J2778,Ranibizumab injection,0.1 mg,352.174,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,4.095,,,,,,
J2783,Rasburicase,0.5 MG,289.815,,,,,,
J2785,Regadenoson injection,0.1 MG,59.222,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.616,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),24.917,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),79.562,,,,,,
J2791,Rhophylac injection,100 IU,4.762,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,29.784,,,,,,
J2794,"Risperidone, long acting",0.5 MG,10.044,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.069,,,,,,
J2796,Romiplostim injection,10 MCG,74.275,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,9.866,,,,,,Added October 2019
J2800,Methocarbamol injection,10 ML,9.060,,,,,,
J2805,Sincalide injection,5 MCG,109.971,,,,,,
J2810,Inj theophylline per 40 mg,40 MG,0.416,,,,,,
J2820,Sargramostim injection,50 MCG,43.442,,,,,,
J2860,"Injection, siltuximab",10 MG,103.062,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.622,,,,,,
J2920,Methylprednisolone injection,40 MG,4.487,,,,,,
J2930,Methylprednisolone injection,125 MG,6.119,,,,,,
J2997,Alteplase recombinant,1 MG,87.638,,,,,,
J3000,Streptomycin injection,1 GM,31.525,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.891,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.084,,,,,,
J3070,Pentazocine injection,30 MG,108.385,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.489,,,,,,
J3095,Telavancin injection,10 MG,5.737,,,,,,
J3101,Tenecteplase injection,1 MG,121.825,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.633,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,8.951,,,,,,Added October 2019
J3121,Inj testostero enanthate 1mg,1 MG,0.053,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.466,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,31.613,,,,,,
J3240,Thyrotropin injection,0.9 MG,1695.118,,,,,,
J3243,Tigecycline injection,1 MG,1.566,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,136.489,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,36.790,,,,,,
J3260,Tobramycin sulfate injection,80 MG,3.602,,,,,,
J3262,Tocilizumab injection,1 MG,4.958,,,,,,
J3285,Treprostinil injection,1 MG,63.853,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.850,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.574,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.880,,,,,,
J3315,Triptorelin pamoate,3.75 MG,258.739,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,191.387,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.037,,,,,,
J3360,Diazepam injection,5 MG,11.088,,,,,,
J3370,Vancomycin hcl injection,500 MG,3.464,,,,,,
J3380,"Injection, vedolizumab",1 MG,19.864,,,,,,
J3385,Velaglucerase alfa,100 UNITS,345.522,,,,,,
J3396,Verteporfin injection,0.1 MG,11.078,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,6.590,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,1.914,,,,,,AMP-based payment limit
J3415,Pyridoxine hcl 100 mg,100 MG,9.450,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.885,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,4.282,,,,,,
J3465,"Injection, voriconazole",10 MG,2.051,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.428,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.359,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.850,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.136,,,,,,
J3485,Zidovudine,10 MG,1.514,,,,,,
J3486,Ziprasidone mesylate,10 MG,17.714,,,,,,AMP-based payment limit
J3489,Zoledronic acid 1mg,1 MG,12.472,,,,,,
J7030,Normal saline solution infus,1000 ML,2.415,,,,,,
J7040,Normal saline solution infus,500 ML,1.207,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.910,,,,,,
J7050,Normal saline solution infus,250 ML,0.604,,,,,,
J7060,5% dextrose/water,500 ML,1.845,,,,,,
J7070,D5w infusion,1000 CC,3.625,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.321,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,47.348,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,7.513,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.197,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.828,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,8.469,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,15.519,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.307,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,0.971,,,,,1,
J7185,Xyntha inj,1 IU,1.266,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.059,,,,,1,
J7187,"Humate-p, inj",1 IU,1.159,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.178,,,,,1,
J7189,Factor viia,1 MCG,2.150,,,,,1,
J7190,Factor viii,1 IU,1.069,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.254,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.149,,,,,1,
J7194,Factor ix complex,1 IU,1.469,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.502,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.319,,,,,,
J7198,Anti-inhibitor,1 IU,1.897,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.323,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.110,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.293,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.080,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.741,,,,,1,
J7208,Inj. Jivi 1 iu,1 IU,2.018,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.240,,,,,1,
J7210,"Inj, afstyla, 1 i.u.        ",1 IU,1.355,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.255,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,390.979,,,,,,
J7311,Fluocinolone acetonide implt,0.01 MG,341.615,,,,,,
