Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective April 1, 2021 through June 30, 2021",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q20 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
A9581,Gadoxetate disodium inj,1 ML,14.738,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.353,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1207.870,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"microCurie 100% AWP = $169.090
microCurie 100% WAC = $140.910"
J0121,"Inj., omadacycline, 1 mg",1 MG,3.270,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.018,,,,,,
J0129,Abatacept injection,10 MG,57.831,,,,,,
J0132,Acetylcysteine injection,100 MG,1.330,,,,,,
J0133,Acyclovir injection,5 MG,0.034,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.605,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.840,,,,,,
J0178,Aflibercept injection,1 MG,918.868,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,313.320,,,,,,
J0180,Agalsidase beta injection,1 MG,189.294,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.448,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2022.988,,,,,,
J0221,Lumizyme injection,10 MG,174.625,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,97.543,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,106.779,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.511,,,,,,
J0257,Glassia injection,10 MG,4.865,,,,,,
J0278,Amikacin sulfate injection,100 MG,1.199,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,9.501,,,,,,
J0285,Amphotericin b,50 MG,39.917,,,,,,
J0287,Amphotericin b lipid complex,10 MG,9.370,,,,,,
J0289,Amphotericin b liposome inj,10 MG,27.067,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.896,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.180,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.753,,,,,,
J0348,Anidulafungin injection,1 MG,0.542,,,,,,
J0360,Hydralazine hcl injection,20 MG,4.867,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.704,,,,,,
J0456,Azithromycin,500 MG,4.579,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.093,,,,,,
J0475,Baclofen 10 mg injection,10 MG,179.013,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,57.061,,,,,,
J0480,Basiliximab,20 MG,4016.820,,,,,,
J0485,Belatacept injection,1 MG,3.788,,,,,,
J0490,Belimumab injection,10 MG,46.874,,,,,,
J0500,Dicyclomine injection,20 MG,33.847,,,,,,
J0515,Inj benztropine mesylate,1 MG,17.413,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,169.054,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",12.057,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",15.228,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.659,,,,,,
J0570,Buprenorphine implant 74.2mg,74.2 MG,1285.777,,,,,,
J0583,Bivalirudin,1 MG,0.597,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,361.935,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.059,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.249,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,11.971,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.059,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.319,,,,,,
J0594,Busulfan injection,1 MG,2.197,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,3.018,,,,,,
J0596,"Injection, ruconest",10 UNITS,29.090,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,54.263,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,56.554,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5592.562,,,,,,
J0610,Calcium gluconate injection,10 ML,3.405,,,,,,AMP-based payment limit; Updated April 2022
J0630,Calcitonin salmon injection,400 UNITS,2801.005,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.741,,,,,,
J0637,Caspofungin acetate,5 MG,8.800,,,,,,
J0638,Canakinumab injection,1 MG,113.321,,,,,,
J0640,Leucovorin calcium injection,50 MG,3.224,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.124,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.634,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,3.362,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.824,,,,,,
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.906,,,,,,
J0694,Cefoxitin sodium injection,1 GM,5.778,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.357,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.535,,,,,,
J0697,Sterile cefuroxime injection,750 MG,1.985,,,,,,
J0698,Cefotaxime sodium injection,1 GM,2.332,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,6.092,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.356,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,2.005,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,92.450,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,8.076,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,35.957,,,,,,AMP-based payment limit; Updated April 2022
J0725,Chorionic gonadotropin/1000u,1000 UNITS,21.805,,,,,,
J0735,Clonidine hydrochloride,1 MG,23.486,,,,,,
J0740,Cidofovir injection,375 MG,623.278,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.251,,,,,,
J0743,Cilastatin sodium injection,250 MG,7.532,,,,,,
J0744,Ciprofloxacin iv,200 MG,0.989,,,,,,
J0770,Colistimethate sodium inj,150 MG,16.367,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,54.436,,,,,,
J0780,Prochlorperazine injection,10 MG,5.064,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,122.434,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,9.673,,,,,,
J0800,Corticotropin injection,40 UNITS,3898.630,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,34.346,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2913.127,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1261.062,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1467.015,,,,,,
J0875,"Injection, dalbavancin",5 MG,15.524,,,,,,
J0878,Daptomycin injection,1 MG,0.094,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.306,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.306,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.536,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.544,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.544,,,,,,
J0894,Decitabine injection,1 MG,3.463,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,8.627,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,36.293,,,,,,
J0897,Denosumab injection,1 MG,20.094,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,24.047,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.214,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,5.735,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,10.741,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.571,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.028,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.164,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,56.476,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,34.462,,,,,,
J1160,Digoxin injection,0.5 MG,5.119,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4123.750,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.418,,,,,,
J1170,Hydromorphone injection,4 MG,3.388,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,207.492,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,1.027,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,65.696,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,637.160,,,,,,
J1230,Methadone injection,10 MG,18.025,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.105,,,,,,
J1245,Dipyridamole injection,10 MG,3.525,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,7.709,,,,,,
J1265,Dopamine injection,40 MG,0.711,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.486,,,,,,
J1290,Ecallantide injection,1 MG,492.444,,,,,,
J1300,Eculizumab injection,10 MG,230.063,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.294,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,226.073,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,245.344,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.452,,,,,,
J1335,Ertapenem injection,500 MG,29.990,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,76.706,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.213,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,325.459,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.107,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.950,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.448,,,,,,
J1450,Fluconazole,200 MG,3.167,,,,,,
J1453,Fosaprepitant injection,1 MG,0.342,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,641.247,,,,,,
J1458,Galsulfase injection,1 MG,403.987,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,43.033,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,43.176,,,,,,
J1554,Inj. asceniv,500 MG,481.770,,,,,,Added April 2021
J1555,"Inj cuvitru, 100 mg",100 MG,14.006,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,49.452,,,,,,Updated July 2021
J1558,"Inj. xembify, 100 mg",100 MG,14.976,,,,,,
J1559,Hizentra injection,100 MG,11.227,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,431.757,,,,,,
J1561,Gamunex-c/gammaked,500 MG,46.521,,,,,,
J1566,"Immune globulin, powder",500 MG,64.217,,,,,,
J1568,Octagam injection,500 MG,42.019,,,,,,
J1569,Gammagard liquid injection,500 MG,46.112,,,,,,
J1570,Ganciclovir sodium injection,500 MG,45.630,,,,,,
J1571,Hepagam b im injection,0.5 ML,65.460,,,,,,
J1572,Flebogamma injection,500 MG,36.079,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.732,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.946,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,17.150,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,203.800,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.324,,,,,,
J1630,Haloperidol injection,5 MG,1.432,,,,,,
J1631,Haloperidol decanoate inj,50 MG,13.289,,,,,,
J1640,"Hemin, 1 mg",1 MG,24.436,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.015,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.266,,,,,,
J1645,Dalteparin sodium,2500 IU,8.931,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.714,,,,,,
J1652,Fondaparinux sodium,0.5 MG,2.046,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,452.245,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,14.207,,,,,,
J1740,Ibandronate sodium injection,1 MG,38.545,,,,,,
J1742,Ibutilide fumarate injection,1 MG,262.412,,,,,,
J1743,Idursulfase injection,1 MG,542.917,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,41.952,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,64.210,,,,,,
J1750,Inj iron dextran,50 MG,15.074,,,,,,
J1756,Iron sucrose injection,1 MG,0.230,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.435,,,,,,
J1800,Propranolol injection,1 MG,2.859,,,,,,
J1815,Insulin injection,5 UNITS,0.896,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.787,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.647,,,,,,
J1930,Lanreotide injection,1 MG,66.725,,,,,,
J1931,Laronidase injection,0.1 MG,33.123,,,,,,
J1940,Furosemide injection,20 MG,0.768,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.910,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.906,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1268.002,,,,,,
J1953,Levetiracetam injection,10 MG,0.103,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,21.073,,,,,,
J1956,Levofloxacin injection,250 MG,0.381,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,30.621,,,,,,
J2001,Lidocaine injection,10 MG,0.026,,,,,,
J2010,Lincomycin injection,300 MG,11.656,,,,,,
J2020,Linezolid injection,200 MG,7.519,,,,,,
J2060,Lorazepam injection,2 MG,0.710,,,,,,
J2150,Mannitol injection,50 ML,1.978,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.423,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,28.548,,,,,,
J2185,Meropenem,100 MG,0.785,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,18.899,,,,,,
J2248,Micafungin sodium injection,1 MG,1.000,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.113,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,2.008,,,,,,
J2270,Morphine sulfate injection,10 MG,2.996,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,10.871,,,,,,
J2278,Ziconotide injection,1 MCG,8.395,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.640,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.136,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,12.855,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.426,,,,,,
J2323,Natalizumab injection,1 MG,22.287,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.244,,,,,,
J2353,"Octreotide injection, depot",1 MG,205.043,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,1.026,,,,,,
J2357,Omalizumab injection,5 MG,37.165,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,5.939,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,28.592,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.095,,,,,,
J2407,"Injection, oritavancin",10 MG,23.628,,,,,,
J2425,Palifermin injection,50 MCG,22.860,,,,,,
J2426,Paliperidone palmitate inj,1 MG,12.103,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.146,,,,,,
J2469,Palonosetron hcl,25 MCG,2.760,,,,,,
J2501,Paricalcitol,1 MCG,0.519,,,,,,AMP-based payment limit; Updated April 2022
J2503,Pegaptanib sodium injection,0.3 MG,785.502,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,2808.062,,,,,,
J2507,Pegloticase injection,1 MG,2799.664,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.824,,,,,,
J2515,Pentobarbital sodium inj,50 MG,33.906,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,1.088,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.508,,,,,,
J2545,Pentamidine non-comp unit,300 MG,114.109,,,,,,
J2550,Promethazine hcl injection,50 MG,2.372,,,,,,
J2560,Phenobarbital sodium inj,120 MG,45.510,,,,,,
J2562,Plerixafor injection,1 MG,365.159,,,,,,
J2597,Inj desmopressin acetate,1 MCG,10.092,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.412,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,12.880,,,,,,
J2690,Procainamide hcl injection,1 GM,84.369,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.285,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.127,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,0.990,,,,,,AMP-based payment limit; Updated April 2022
J2724,Protein c concentrate,10 UNITS,15.150,,,,,,
J2760,Phentolaine mesylate inj,5 MG,413.355,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.126,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,459.041,,,,,,
J2778,Ranibizumab injection,0.1 mg,312.263,,,,,,
J2783,Rasburicase,0.5 MG,307.110,,,,,,
J2785,Regadenoson injection,0.1 MG,59.312,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.968,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),23.098,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),78.458,,,,,,
J2791,Rhophylac injection,100 IU,4.753,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,31.574,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,10.531,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.083,,,,,,
J2796,Romiplostim injection,10 MCG,78.924,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.169,,,,,,
J2800,Methocarbamol injection,10 ML,7.283,,,,,,
J2805,Sincalide injection,5 MCG,115.161,,,,,,
J2820,Sargramostim injection,50 MCG,48.411,,,,,,
J2860,"Injection, siltuximab",10 MG,121.930,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,1.942,,,,,,
J2920,Methylprednisolone injection,40 MG,4.275,,,,,,
J2930,Methylprednisolone injection,125 MG,5.793,,,,,,
J2997,Alteplase recombinant,1 MG,87.675,,,,,,
J3000,Streptomycin injection,1 GM,32.957,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.667,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,15.609,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.075,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.585,,,,,,
J3095,Telavancin injection,10 MG,5.851,,,,,,
J3101,Tenecteplase injection,1 MG,129.168,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.982,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,8.986,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.053,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.589,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,34.981,,,,,,
J3240,Thyrotropin injection,0.9 MG,1774.331,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,315.880,,,,,,
J3243,Tigecycline injection,1 MG,1.105,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,135.758,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,40.607,,,,,,
J3260,Tobramycin sulfate injection,80 MG,4.942,,,,,,
J3262,Tocilizumab injection,1 MG,5.507,,,,,,
J3285,Treprostinil injection,1 MG,61.466,,,,,,Updated October 2021
J3300,Triamcinolone a inj prs-free,1 MG,3.866,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.292,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,17.887,,,,,,
J3315,Triptorelin pamoate,3.75 MG,515.485,,,,,,Updated July 2021
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,171.178,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,11.631,,,,,,
J3360,Diazepam injection,5 MG,7.077,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.928,,,,,,
J3380,"Injection, vedolizumab",1 MG,20.666,,,,,,
J3385,Velaglucerase alfa,100 UNITS,346.461,,,,,,
J3396,Verteporfin injection,0.1 MG,11.254,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,8.348,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.978,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.617,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.988,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.737,,,,,,
J3465,"Injection, voriconazole",10 MG,1.370,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.457,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.359,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.599,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.138,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,18.050,,,,,,
J3489,Zoledronic acid 1mg,1 MG,10.935,,,,,,
J7030,Normal saline solution infus,1000 ML,2.791,,,,,,
J7040,Normal saline solution infus,500 ML,1.396,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.204,,,,,,
J7050,Normal saline solution infus,250 ML,0.698,,,,,,
J7060,5% dextrose/water,500 ML,1.880,,,,,,
J7070,D5w infusion,1000 CC,3.703,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.478,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,47.560,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,7.891,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.088,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.298,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.883,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.104,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,15.359,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.250,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.087,,,,,1,
J7185,Xyntha inj,1 IU,1.257,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.116,,,,,1,
J7187,"Humate-p, inj",1 IU,1.262,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.189,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.257,,,,,1,
J7190,Factor viii,1 IU,1.010,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.352,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.155,,,,,1,
J7194,Factor ix complex,1 IU,1.485,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.555,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.309,,,,,,
J7198,Anti-inhibitor,1 IU,2.102,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.395,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.253,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.590,,,,,1,
J7203,Factor ix recomb gly rebinyn,1 MG,3.960,,,,,1,
J7204,Inj recombin esperoct per iu,1 i.u.,2.239,,,,,,
J7205,Factor viii fc fusion recomb,1 IU,2.180,,,,,1,
