Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective January 1, 2021 through March 31, 2021",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q20 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
90744,Hepb vacc 3 dose ped/adol im,1 DOSE,28.208,95,28.208,,,,
90746,Hepb vaccine 3 dose adult im,20 MCG,69.648,95,69.648,,,,
90747,Hepb vacc 4 dose immunsup im,40 MCG,140.756,95,140.756,,,,
90756,Cciiv4 vacc abx free im,0.5 ML,27.695,95,27.695,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
A9575,Inj gadoterate meglumi 0.1ml,0.1 ML,0.167,,,,,,
A9576,Inj prohance multipack,1 ML,1.408,,,,,,
A9577,Inj multihance,1 ML,1.814,,,,,,
A9578,Inj multihance multipack,1 ML,1.755,,,,,,
A9579,"Gad-base mr contrast nos,1ml",1 ML,1.548,,,,,,
A9581,Gadoxetate disodium inj,1 ML,14.735,,,,,,
A9585,Gadobutrol injection,0.1 ML,0.363,,,,,,
A9589,Insti hexaminolevulinate hcl,100 MG,1175.773,,,,,,
A9606,Radium ra223 dichloride ther,1 microCurie,N/A,,,,,,"microCurie 100% AWP = $169.090
microCurie 100% WAC = $140.910"
J0121,"Inj., omadacycline, 1 mg",1 MG,3.271,,,,,,
J0122,"Inj., eravacycline, 1 mg",1 MG,1.039,,,,,,
J0129,Abatacept injection,10 MG,56.867,,,,,,
J0132,Acetylcysteine injection,100 MG,0.944,,,,,,
J0133,Acyclovir injection,5 MG,0.042,,,,,,
J0153,Adenosine inj 1mg,1 MG,0.553,,,,,,
J0171,Adrenalin epinephrine inject,0.1 MG,0.848,,,,,,
J0178,Aflibercept injection,1 MG,921.755,,,,,,
J0179,"Inj, brolucizumab-dbll, 1 mg",1 MG,314.948,,,,,,
J0180,Agalsidase beta injection,1 MG,189.286,,,,,,
J0185,"Inj., aprepitant, 1 mg",1 MG,1.593,,,,,,
J0202,"Injection, alemtuzumab",1 MG,2017.449,,,,,,
J0207,Amifostine,500 MG,1135.691,,,,,,
J0221,Lumizyme injection,10 MG,174.632,,,,,,
J0222,"Inj., patisiran, 0.1 mg",0.1 MG,97.682,,,,,,
J0223,Inj givosiran 0.5 mg,0.5 MG,106.880,,,,,,
J0256,Alpha 1 proteinase inhibitor,10 MG,4.523,,,,,,
J0257,Glassia injection,10 MG,4.887,,,,,,
J0278,Amikacin sulfate injection,100 MG,1.064,,,,,,
J0280,Aminophyllin 250 mg inj,250 MG,10.335,,,,,,
J0285,Amphotericin b,50 MG,38.905,,,,,,
J0287,Amphotericin b lipid complex,10 MG,9.373,,,,,,
J0289,Amphotericin b liposome inj,10 MG,27.239,,,,,,
J0290,Ampicillin 500 mg inj,500 MG,0.886,,,,,,
J0291,"Inj., plazomicin, 5 mg",5 MG,3.072,,,,,,
J0295,Ampicillin sulbactam 1.5 gm,1.5 GM,2.461,,,,,,
J0348,Anidulafungin injection,1 MG,0.543,,,,,,
J0360,Hydralazine hcl injection,20 MG,2.941,,,,,,
J0401,Inj aripiprazole ext rel 1mg,1 MG,5.703,,,,,,
J0456,Azithromycin,500 MG,3.301,,,,,,
J0461,Atropine sulfate injection,0.01 MG,0.080,,,,,,
J0475,Baclofen 10 mg injection,10 MG,172.780,,,,,,
J0476,Baclofen intrathecal trial,50 MCG,56.663,,,,,,
J0480,Basiliximab,20 MG,4019.070,,,,,,
J0485,Belatacept injection,1 MG,3.792,,,,,,
J0490,Belimumab injection,10 MG,46.835,,,,,,
J0500,Dicyclomine injection,20 MG,34.635,,,,,,
J0515,Inj benztropine mesylate,1 MG,17.161,,,,,,
J0517,"Inj., benralizumab, 1 mg",1 MG,171.300,,,,,,
J0558,Peng benzathine/procaine inj,"100,000 UNITS",12.008,,,,,,
J0561,Penicillin g benzathine inj,"100,000 UNITS",15.104,,,,,,
J0565,"Inj, bezlotoxumab, 10 mg",10 MG,39.666,,,,,,
J0570,Buprenorphine implant 74.2mg,74.2 MG,1204.989,,,,,,
J0583,Bivalirudin,1 MG,0.447,,,,,,
J0584,"Injection, burosumab-twza 1m",1 MG,361.954,,,,,,
J0585,"Injection,onabotulinumtoxina",1 UNIT,6.063,,,,,,
J0586,Abobotulinumtoxina,5 Unit,8.270,,,,,,
J0587,"Inj, rimabotulinumtoxinb",100 UNITS,11.967,,,,,,
J0588,Incobotulinumtoxin a,1 UNIT,5.055,,,,,,
J0592,Buprenorphine hydrochloride,0.1 MG,4.491,,,,,,
J0594,Busulfan injection,1 MG,2.130,,,,,,
J0595,Butorphanol tartrate 1 mg,1 MG,2.960,,,,,,
J0596,"Injection, ruconest",10 UNITS,28.981,,,,,,
J0597,"C-1 esterase, berinert",10 UNITS,54.326,,,,,,
J0598,"C-1 esterase, cinryze",10 UNITS,56.411,,,,,,
J0600,Edetate calcium disodium inj,1000 MG,5594.422,,,,,,
J0610,Calcium gluconate injection,10 ML,3.847,,,,,,
J0630,Calcitonin salmon injection,400 UNITS,2830.550,,,,,,
J0636,Inj calcitriol per 0.1 mcg,0.1 MCG,0.735,,,,,,
J0637,Caspofungin acetate,5 MG,6.647,,,,,,
J0638,Canakinumab injection,1 MG,113.258,,,,,,
J0640,Leucovorin calcium injection,50 MG,2.732,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,0.5 MG,0.115,,,,,,
J0642,"Injection, khapzory, 0.5 mg",0.5 MG,1.870,,,,,,
J0670,Inj mepivacaine hcl/10 ml,10 ML,3.008,,,,,,
J0690,Cefazolin sodium injection,500 MG,0.820,,,,,,
J0691,Inj lefamulin 1 mg,1 MG,0.724,,,,,,
J0692,Cefepime hcl for injection,500 MG,1.812,,,,,,
J0694,Cefoxitin sodium injection,1 GM,6.792,,,,,,
J0695,Inj ceftolozane tazobactam,75mg (50mg cft/25mg taz),6.427,,,,,,
J0696,Ceftriaxone sodium injection,250 MG,0.559,,,,,,
J0697,Sterile cefuroxime injection,750 MG,1.903,,,,,,
J0698,Cefotaxime sodium injection,1 GM,2.332,,,,,,
J0702,Betamethasone acet&sod phosp,3 MG & 3 MG,7.211,,,,,,
J0712,Ceftaroline fosamil inj,10 MG,3.347,,,,,,
J0713,Inj ceftazidime per 500 mg,500 MG,1.978,,,,,,
J0714,Ceftazidime and avibactam,.625 GM,92.283,,,,,,
J0717,Certolizumab pegol inj 1mg,1 MG,8.182,,,,,,
J0720,Chloramphenicol sodium injec,1 GM,35.209,,,,,,AMP-based payment limit
J0725,Chorionic gonadotropin/1000u,1000 UNITS,22.818,,,,,,
J0735,Clonidine hydrochloride,1 MG,22.573,,,,,,
J0740,Cidofovir injection,375 MG,590.291,,,,,,
J0742,Inj imip 4 cilas 4 releb 2mg,4 MG-4 MG-2 MG,2.256,,,,,,
J0743,Cilastatin sodium injection,250 MG,7.033,,,,,,
J0744,Ciprofloxacin iv,200 MG,0.993,,,,,,
J0770,Colistimethate sodium inj,150 MG,13.850,,,,,,
J0775,"Collagenase, clost hist inj",0.01 MG,52.616,,,,,,
J0780,Prochlorperazine injection,10 MG,5.072,,,,,,
J0791,Inj crizanlizumab-tmca 5mg,5 MG,122.425,,,,,,
J0795,Corticorelin ovine triflutal,1 MCG,9.570,,,,,,
J0800,Corticotropin injection,40 UNITS,4017.744,,,,,,
J0834,"Inj., cosyntropin, 0.25 mg",0.25 MG,32.251,,,,,,
J0840,Crotalidae poly immune fab,UP TO 1 GM,2908.210,,,,,,
J0841,Inj crotalidae im f(ab')2 eq,120 MG,1263.491,,,,,,
J0850,Cytomegalovirus imm iv /vial,PER VIAL,1467.015,,,,,,
J0875,"Injection, dalbavancin",5 MG,15.393,,,,,,
J0878,Daptomycin injection,1 MG,0.127,,,,,,
J0881,"Darbepoetin alfa, non-esrd",1 MCG,3.558,,,,,,
J0882,"Darbepoetin alfa, esrd use",1 MCG,3.558,,,,,,
J0885,"Epoetin alfa, non-esrd",1000 UNITS,8.824,,,,,,
J0887,Epoetin beta esrd use,1 MCG,1.496,,,,,,
J0888,Epoetin beta non esrd,1 MCG,1.496,,,,,,
J0894,Decitabine injection,1 MG,3.426,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,7.901,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,36.307,,,,,,Added January 2021
J0897,Denosumab injection,1 MG,20.107,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,24.052,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.346,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,5.804,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,10.755,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.571,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.033,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.141,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,57.236,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,23.377,,,,,,
J1160,Digoxin injection,0.5 MG,4.942,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,3969.268,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.561,,,,,,
J1170,Hydromorphone injection,4 MG,2.735,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,195.983,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.616,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,52.434,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,635.873,,,,,,
J1230,Methadone injection,10 MG,17.937,,,,,,
J1240,Dimenhydrinate injection,50 MG,6.700,,,,,,
J1245,Dipyridamole injection,10 MG,3.364,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,7.191,,,,,,
J1265,Dopamine injection,40 MG,0.660,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.316,,,,,,
J1290,Ecallantide injection,1 MG,492.117,,,,,,
J1300,Eculizumab injection,10 MG,230.316,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,19.895,,,,,,
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,226.179,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,245.342,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.428,,,,,,
J1335,Ertapenem injection,500 MG,32.180,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,73.737,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,11.505,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,325.507,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.130,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.938,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.459,,,,,,
J1450,Fluconazole,200 MG,3.321,,,,,,
J1453,Fosaprepitant injection,1 MG,0.417,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,695.558,,,,,,
J1458,Galsulfase injection,1 MG,404.072,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,42.427,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,43.296,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,13.944,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,48.889,,,,,,Updated October 2021
J1558,"Inj. xembify, 100 mg",100 MG,14.687,,,,,,
J1559,Hizentra injection,100 MG,11.094,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,432.957,,,,,,
J1561,Gamunex-c/gammaked,500 MG,43.673,,,,,,
J1566,"Immune globulin, powder",500 MG,66.972,,,,,,
J1568,Octagam injection,500 MG,41.632,,,,,,
J1569,Gammagard liquid injection,500 MG,43.626,,,,,,
J1570,Ganciclovir sodium injection,500 MG,46.503,,,,,,
J1571,Hepagam b im injection,0.5 ML,65.605,,,,,,
J1572,Flebogamma injection,500 MG,36.859,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.336,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.778,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,18.124,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,194.420,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.222,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,7.734,,,,,,
J1630,Haloperidol injection,5 MG,0.893,,,,,,
J1631,Haloperidol decanoate inj,50 MG,14.157,,,,,,
J1640,"Hemin, 1 mg",1 MG,24.431,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.014,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.320,,,,,,
J1645,Dalteparin sodium,2500 IU,9.473,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.802,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.708,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,469.950,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,14.154,,,,,,
J1740,Ibandronate sodium injection,1 MG,41.539,,,,,,
J1742,Ibutilide fumarate injection,1 MG,273.156,,,,,,
J1743,Idursulfase injection,1 MG,542.917,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,44.902,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,64.050,,,,,,
J1750,Inj iron dextran,50 MG,15.054,,,,,,
J1756,Iron sucrose injection,1 MG,0.348,,,,,,Updated July 2021
J1786,Imuglucerase injection,10 UNITS,43.380,,,,,,
J1800,Propranolol injection,1 MG,3.447,,,,,,
J1815,Insulin injection,5 UNITS,0.890,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.897,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.386,,,,,,
J1930,Lanreotide injection,1 MG,68.463,,,,,,
J1931,Laronidase injection,0.1 MG,33.123,,,,,,
J1940,Furosemide injection,20 MG,0.649,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.910,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.904,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1582.132,,,,,,
J1953,Levetiracetam injection,10 MG,0.119,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,20.990,,,,,,
J1956,Levofloxacin injection,250 MG,0.385,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,30.690,,,,,,
J2001,Lidocaine injection,10 MG,0.024,,,,,,
J2010,Lincomycin injection,300 MG,13.209,,,,,,
J2020,Linezolid injection,200 MG,7.069,,,,,,
J2060,Lorazepam injection,2 MG,0.716,,,,,,
J2150,Mannitol injection,50 ML,2.376,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,5.341,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,28.857,,,,,,
J2185,Meropenem,100 MG,0.763,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,19.305,,,,,,
J2248,Micafungin sodium injection,1 MG,1.087,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.116,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.749,,,,,,
J2270,Morphine sulfate injection,10 MG,3.149,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,11.513,,,,,,
J2278,Ziconotide injection,1 MCG,8.480,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.187,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.339,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,11.942,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.428,,,,,,
J2323,Natalizumab injection,1 MG,22.385,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.326,,,,,,
J2353,"Octreotide injection, depot",1 MG,205.412,,,,,,Updated January 2022
J2354,"Octreotide inj, non-depot",25 MCG,0.737,,,,,,
J2357,Omalizumab injection,5 MG,37.416,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,6.833,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,31.403,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.093,,,,,,
J2407,"Injection, oritavancin",10 MG,23.818,,,,,,
J2425,Palifermin injection,50 MCG,22.821,,,,,,
J2426,Paliperidone palmitate inj,1 MG,12.122,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,10.704,,,,,,
J2469,Palonosetron hcl,25 MCG,3.185,,,,,,
J2501,Paricalcitol,1 MCG,0.599,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,785.502,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,3079.488,,,,,,
J2507,Pegloticase injection,1 MG,2771.289,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,29.858,,,,,,
J2515,Pentobarbital sodium inj,50 MG,31.785,,,,,,updated April 2021
J2540,Penicillin g potassium inj,600000 UNITS,1.098,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.611,,,,,,
J2545,Pentamidine non-comp unit,300 MG,92.771,,,,,,
J2550,Promethazine hcl injection,50 MG,2.315,,,,,,
J2560,Phenobarbital sodium inj,120 MG,45.656,,,,,,
J2562,Plerixafor injection,1 MG,365.015,,,,,,
J2597,Inj desmopressin acetate,1 MCG,10.572,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.198,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,11.620,,,,,,
J2690,Procainamide hcl injection,1 GM,81.751,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.223,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.117,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.028,,,,,,AMP-based payment limit
J2724,Protein c concentrate,10 UNITS,15.084,,,,,,
J2760,Phentolaine mesylate inj,5 MG,356.884,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.084,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,458.830,,,,,,
J2778,Ranibizumab injection,0.1 mg,322.853,,,,,,
J2780,Ranitidine hydrochloride inj,25 MG,6.117,,,,,,
J2783,Rasburicase,0.5 MG,306.135,,,,,,
J2785,Regadenoson injection,0.1 MG,59.372,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.754,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),24.784,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),80.361,,,,,,
J2791,Rhophylac injection,100 IU,4.746,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,29.402,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,10.532,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.066,,,,,,
J2796,Romiplostim injection,10 MCG,79.108,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.161,,,,,,
J2800,Methocarbamol injection,10 ML,7.635,,,,,,
J2805,Sincalide injection,5 MCG,115.552,,,,,,
J2820,Sargramostim injection,50 MCG,47.753,,,,,,Updated July 2021
J2860,"Injection, siltuximab",10 MG,111.496,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.007,,,,,,
J2920,Methylprednisolone injection,40 MG,4.377,,,,,,
J2930,Methylprednisolone injection,125 MG,5.491,,,,,,
J2997,Alteplase recombinant,1 MG,87.432,,,,,,
J3000,Streptomycin injection,1 GM,33.061,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.717,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,15.602,,,,,,Added January 2021
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.964,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.587,,,,,,
J3095,Telavancin injection,10 MG,5.943,,,,,,
J3101,Tenecteplase injection,1 MG,129.274,,,,,,
J3105,Terbutaline sulfate inj,1 MG,5.154,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.002,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.049,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.531,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,35.894,,,,,,
J3240,Thyrotropin injection,0.9 MG,1776.212,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,315.880,,,,,,
J3243,Tigecycline injection,1 MG,1.193,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,132.708,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,40.533,,,,,,
J3260,Tobramycin sulfate injection,80 MG,4.597,,,,,,
J3262,Tocilizumab injection,1 MG,5.469,,,,,,
J3285,Treprostinil injection,1 MG,63.692,,,,,,Updated October 2021
J3300,Triamcinolone a inj prs-free,1 MG,3.858,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.375,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.006,,,,,,
J3315,Triptorelin pamoate,3.75 MG,503.806,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,180.116,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,11.951,,,,,,
J3360,Diazepam injection,5 MG,7.148,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.614,,,,,,
J3380,"Injection, vedolizumab",1 MG,20.348,,,,,,
J3385,Velaglucerase alfa,100 UNITS,346.625,,,,,,
J3396,Verteporfin injection,0.1 MG,11.246,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,8.299,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.542,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,10.261,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.842,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.859,,,,,,
J3465,"Injection, voriconazole",10 MG,1.654,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.457,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.359,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.631,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.162,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,20.951,,,,,,
J3489,Zoledronic acid 1mg,1 MG,10.300,,,,,,
J7030,Normal saline solution infus,1000 ML,2.730,,,,,,
J7040,Normal saline solution infus,500 ML,1.365,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.211,,,,,,
J7050,Normal saline solution infus,250 ML,0.683,,,,,,
J7060,5% dextrose/water,500 ML,1.980,,,,,,
J7070,D5w infusion,1000 CC,3.928,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.490,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,47.752,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,7.891,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.086,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.257,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.890,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,8.783,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,15.451,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.288,,,,,1,updated April 2021
J7183,Wilate injection,1 I.U. VWF:RCO,1.035,,,,,1,
J7185,Xyntha inj,1 IU,1.230,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.123,,,,,1,
J7187,"Humate-p, inj",1 IU,1.220,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.191,,,,,1,
J7189,Factor viia,1 MCG,2.263,,,,,1,
J7190,Factor viii,1 IU,1.070,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.348,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.192,,,,,1,
J7194,Factor ix complex,1 IU,1.480,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.532,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.480,,,,,,
J7198,Anti-inhibitor,1 IU,2.085,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.455,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.257,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.463,,,,,1,
J7203,Factor ix recomb gly rebinyn,1 MG,3.959,,,,,1,
