Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective July 1, 2021 through September 30, 2021",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q21 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J0888,Epoetin beta non esrd,1 MCG,1.531,,,,,,
J0894,Decitabine injection,1 MG,4.166,,,,,,
J0895,Deferoxamine mesylate inj,500 MG,8.597,,,,,,
J0896,Inj luspatercept-aamt 0.25mg,0.25 MG,36.834,,,,,,
J0897,Denosumab injection,1 MG,20.972,,,,,,
J1000,Depo-estradiol cypionate inj,5 MG,24.153,,,,,,
J1020,Methylprednisolone 20 mg inj,20 MG,3.030,,,,,,
J1030,Methylprednisolone 40 mg inj,40 MG,5.551,,,,,,
J1040,Methylprednisolone 80 mg inj,80 MG,10.409,,,,,,
J1050,Medroxyprogesterone acetate,1 MG,0.574,,,,,,
J1071,Inj testosterone cypionate,1 MG,0.028,,,,,,
J1100,Dexamethasone sodium phos,1 MG,0.170,,,,,,
J1110,Inj dihydroergotamine mesylt,1 MG,43.473,,,,,,
J1120,Acetazolamid sodium injectio,500 MG,31.210,,,,,,
J1160,Digoxin injection,0.5 MG,5.647,,,,,,
J1162,Digoxin immune fab (ovine),PER VIAL,4128.191,,,,,,
J1165,Phenytoin sodium injection,50 MG,0.464,,,,,,
J1170,Hydromorphone injection,4 MG,2.678,,,,,,
J1190,Dexrazoxane hcl injection,250 MG,194.979,,,,,,
J1200,Diphenhydramine hcl injectio,50 MG,0.950,,,,,,
J1205,Chlorothiazide sodium inj,500 MG,67.337,,,,,,
J1212,Dimethyl sulfoxide 50% 50 ml,50 ML,637.133,,,,,,
J1230,Methadone injection,10 MG,17.598,,,,,,
J1240,Dimenhydrinate injection,50 MG,7.490,,,,,,
J1245,Dipyridamole injection,10 MG,3.442,,,,,,
J1250,Inj dobutamine hcl/250 mg,250 MG,6.964,,,,,,
J1265,Dopamine injection,40 MG,0.715,,,,,,
J1270,"Injection, doxercalciferol",1 MCG,0.461,,,,,,
J1290,Ecallantide injection,1 MG,499.507,,,,,,
J1300,Eculizumab injection,10 MG,229.771,,,,,,
J1301,"Injection, edaravone, 1 mg",1 MG,20.265,,,,,,Updated July 2022
J1303,"Inj., ravulizumab-cwvz 10 mg",10 MG,225.557,,,,,,
J1322,"Elosulfase alfa, injection",1 MG,250.120,,,,,,
J1325,Epoprostenol injection,0.5 MG,16.221,,,,,,
J1335,Ertapenem injection,500 MG,28.126,,,,,,
J1364,Erythro lactobionate /500 mg,500 MG,78.744,,,,,,
J1380,Estradiol valerate 10 mg inj,10 MG,10.953,,,,,,
J1410,Inj estrogen conjugate 25 mg,25 MG,341.765,,,,,,
J1430,Ethanolamine oleate 100 mg,100 MG,444.099,,,,,,
J1437,Inj. fe derisomaltose 10 mg,10 MG,25.815,,,,,,Added July 2021
J1439,Inj ferric carboxymaltos 1mg,1 MG,1.133,,,,,,
J1442,Inj filgrastim excl biosimil,1 MCG,0.964,,,,,,
J1447,Inj tbo filgrastim 1 microg,1 MCG,0.469,,,,,,
J1450,Fluconazole,200 MG,3.961,,,,,,
J1453,Fosaprepitant injection,1 MG,0.332,,,,,,
J1454,"Inj fosnetupitant, palonoset",0.25 MG,594.200,,,,,,
J1458,Galsulfase injection,1 MG,411.539,,,,,,
J1459,Inj ivig privigen 500 mg,500 MG,43.179,,,,,,
J1460,Gamma globulin 1 cc inj,1 CC,43.379,,,,,,
J1554,Inj. asceniv,500 MG,481.770,,,,,,
J1555,"Inj cuvitru, 100 mg",100 MG,14.209,,,,,,
J1556,"Inj, imm glob bivigam, 500mg",500 MG,70.490,,,,,,
J1557,Gammaplex injection,500 MG,49.811,,,,,,
J1558,"Inj. xembify, 100 mg",100 MG,13.389,,,,,,
J1559,Hizentra injection,100 MG,11.233,,,,,,
J1560,Gamma globulin > 10 cc inj,10 CC,433.793,,,,,,
J1561,Gamunex-c/gammaked,500 MG,47.773,,,,,,
J1566,"Immune globulin, powder",500 MG,65.886,,,,,,
J1568,Octagam injection,500 MG,41.604,,,,,,
J1569,Gammagard liquid injection,500 MG,47.710,,,,,,
J1570,Ganciclovir sodium injection,500 MG,49.038,,,,,,
J1571,Hepagam b im injection,0.5 ML,70.052,,,,,,
J1572,Flebogamma injection,500 MG,34.713,,,,,,
J1575,Hyqvia 100mg immuneglobulin,100 MG,14.834,,,,,,
J1580,Garamycin gentamicin inj,80 MG,1.886,,,,,,
J1602,Golimumab for iv use 1mg,1 MG,16.956,,,,,,
J1610,Glucagon hydrochloride/1 mg,1 MG,177.454,,,,,,
J1626,Granisetron hcl injection,100 MCG,0.266,,,,,,
J1627,"Inj, granisetron, xr, 0.1 mg",0.1 MG,7.052,,,,,,
J1630,Haloperidol injection,5 MG,1.809,,,,,,
J1631,Haloperidol decanoate inj,50 MG,11.543,,,,,,
J1640,"Hemin, 1 mg",1 MG,26.443,,,,,,
J1642,Inj heparin sodium per 10 u,10 UNITS,0.015,,,,,,
J1644,Inj heparin sodium per 1000u,1000 UNITS,0.304,,,,,,
J1645,Dalteparin sodium,2500 IU,8.631,,,,,,
J1650,Inj enoxaparin sodium,10 MG,0.762,,,,,,
J1652,Fondaparinux sodium,0.5 MG,1.641,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,483.911,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,14.774,,,,,,
J1740,Ibandronate sodium injection,1 MG,37.058,,,,,,
J1742,Ibutilide fumarate injection,1 MG,226.101,,,,,,
J1743,Idursulfase injection,1 MG,542.917,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,41.319,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,64.374,,,,,,
J1750,Inj iron dextran,50 MG,15.789,,,,,,
J1756,Iron sucrose injection,1 MG,0.224,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.957,,,,,,
J1800,Propranolol injection,1 MG,3.319,,,,,,
J1815,Insulin injection,5 UNITS,0.871,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,10.754,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.399,,,,,,
J1930,Lanreotide injection,1 MG,68.504,,,,,,
J1931,Laronidase injection,0.1 MG,34.426,,,,,,
J1940,Furosemide injection,20 MG,0.550,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,2.928,,,,,,
J1944,Aripirazole lauroxil 1 mg,1 MG,2.903,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1307.481,,,,,,
J1951,Inj fensolvi 0.25 mg,0.25 MG,127.748,,,,,,Added July 2021
J1953,Levetiracetam injection,10 MG,0.091,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,20.992,,,,,,
J1956,Levofloxacin injection,250 MG,0.673,,,,,,
J1980,Hyoscyamine sulfate inj,0.25 MG,30.456,,,,,,
J2001,Lidocaine injection,10 MG,0.025,,,,,,
J2010,Lincomycin injection,300 MG,11.650,,,,,,
J2020,Linezolid injection,200 MG,7.394,,,,,,
J2060,Lorazepam injection,2 MG,0.755,,,,,,
J2150,Mannitol injection,50 ML,2.065,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,6.451,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,28.739,,,,,,
J2185,Meropenem,100 MG,0.819,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,19.274,,,,,,
J2248,Micafungin sodium injection,1 MG,1.113,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.116,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,2.010,,,,,,
J2270,Morphine sulfate injection,10 MG,2.788,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,8.715,,,,,,
J2278,Ziconotide injection,1 MCG,8.658,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.519,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.258,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,12.768,,,,,,
J2315,"Naltrexone, depot form",1 MG,3.436,,,,,,
J2323,Natalizumab injection,1 MG,23.253,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,58.576,,,,,,
J2353,"Octreotide injection, depot",1 MG,203.942,,,,,,Updated January 2022
J2354,"Octreotide inj, non-depot",25 MCG,1.039,,,,,,
J2357,Omalizumab injection,5 MG,37.890,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,,,,,,
J2360,Orphenadrine injection,60 MG,5.732,,,,,,
J2400,Chloroprocaine hcl injection,30 ML,39.536,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.090,,,,,,
J2407,"Injection, oritavancin",10 MG,23.785,,,,,,
J2425,Palifermin injection,50 MCG,23.930,,,,,,
J2426,Paliperidone palmitate inj,1 MG,12.553,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,8.312,,,,,,
J2469,Palonosetron hcl,25 MCG,1.900,,,,,,
J2501,Paricalcitol,1 MCG,0.563,,,,,,AMP-based payment limit
J2503,Pegaptanib sodium injection,0.3 MG,785.502,,,,,,
J2505,"Injection, pegfilgrastim 6mg",6 MG,2469.355,,,,,,
J2507,Pegloticase injection,1 MG,2900.415,,,,,,
J2510,Penicillin g procaine inj,600000 UNITS,31.097,,,,,,
J2515,Pentobarbital sodium inj,50 MG,27.620,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.939,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.418,,,,,,
J2545,Pentamidine non-comp unit,300 MG,120.448,,,,,,
J2550,Promethazine hcl injection,50 MG,2.271,,,,,,
J2560,Phenobarbital sodium inj,120 MG,44.945,,,,,,
J2562,Plerixafor injection,1 MG,382.640,,,,,,
J2597,Inj desmopressin acetate,1 MCG,9.857,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,1.467,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,11.585,,,,,,
J2690,Procainamide hcl injection,1 GM,76.851,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.265,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.137,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.327,,,,,,
J2724,Protein c concentrate,10 UNITS,15.151,,,,,,
J2760,Phentolaine mesylate inj,5 MG,409.553,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.123,,,,,,
J2770,Quinupristin/dalfopristin,500 MG,456.879,,,,,,
J2778,Ranibizumab injection,0.1 mg,306.928,,,,,,
J2783,Rasburicase,0.5 MG,316.055,,,,,,
J2785,Regadenoson injection,0.1 MG,59.551,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,9.956,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),22.204,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),77.533,,,,,,
J2791,Rhophylac injection,100 IU,4.702,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,30.030,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,10.960,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.076,,,,,,
J2796,Romiplostim injection,10 MCG,82.296,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,10.709,,,,,,
J2800,Methocarbamol injection,10 ML,7.812,,,,,,
J2805,Sincalide injection,5 MCG,117.894,,,,,,
J2820,Sargramostim injection,50 MCG,49.512,,,,,,
J2860,"Injection, siltuximab",10 MG,121.919,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.159,,,,,,
J2920,Methylprednisolone injection,40 MG,4.027,,,,,,
J2930,Methylprednisolone injection,125 MG,5.451,,,,,,
J2997,Alteplase recombinant,1 MG,87.412,,,,,,
J3000,Streptomycin injection,1 GM,33.103,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.621,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,15.603,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.380,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.584,,,,,,
J3095,Telavancin injection,10 MG,6.661,,,,,,
J3101,Tenecteplase injection,1 MG,134.807,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.372,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.306,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.051,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.567,,,,,,
J3230,Chlorpromazine hcl injection,50 MG,34.715,,,,,,
J3240,Thyrotropin injection,0.9 MG,1841.184,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,315.880,,,,,,
J3243,Tigecycline injection,1 MG,0.996,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,135.370,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,40.707,,,,,,
J3260,Tobramycin sulfate injection,80 MG,4.053,,,,,,
J3262,Tocilizumab injection,1 MG,5.532,,,,,,
J3285,Treprostinil injection,1 MG,60.379,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,3.887,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.227,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,17.996,,,,,,
J3315,Triptorelin pamoate,3.75 MG,428.218,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,172.469,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,11.745,,,,,,
J3360,Diazepam injection,5 MG,6.742,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.539,,,,,,
J3380,"Injection, vedolizumab",1 MG,21.015,,,,,,
J3385,Velaglucerase alfa,100 UNITS,357.593,,,,,,
J3396,Verteporfin injection,0.1 MG,11.187,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,9.679,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,3.349,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,9.937,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.975,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,3.682,,,,,,
J3465,"Injection, voriconazole",10 MG,1.631,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.470,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.360,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.862,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.158,,,,,,
J3485,Zidovudine,10 MG,1.511,,,,,,
J3486,Ziprasidone mesylate,10 MG,16.428,,,,,,
J3489,Zoledronic acid 1mg,1 MG,12.142,,,,,,
J7030,Normal saline solution infus,1000 ML,2.893,,,,,,
J7040,Normal saline solution infus,500 ML,1.447,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.105,,,,,,
J7050,Normal saline solution infus,250 ML,0.723,,,,,,
J7060,5% dextrose/water,500 ML,1.869,,,,,,
J7070,D5w infusion,1000 CC,3.662,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.376,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,48.756,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.199,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.404,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.297,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.794,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.126,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,15.742,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.328,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.135,,,,,1,
J7185,Xyntha inj,1 IU,1.330,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.121,,,,,1,
J7187,"Humate-p, inj",1 IU,1.262,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.202,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.312,,,,,1,
J7190,Factor viii,1 IU,1.115,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.411,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.130,,,,,1,
J7194,Factor ix complex,1 IU,1.494,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.588,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.309,,,,,,
J7198,Anti-inhibitor,1 IU,2.151,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.465,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.258,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.612,,,,,1,
